time,lat,lon,depth,chla_acs
4/28/2019,26.811756,-157.989482,6,0.088647
4/28/2019,26.814986,-157.989295,6,0.0888
4/28/2019,26.818198,-157.989195,6,0.094357
4/28/2019,26.821406,-157.989126,6,0.090167
4/28/2019,26.824581,-157.989038,6,0.091429
4/28/2019,26.827765,-157.989068,6,0.094643
4/28/2019,26.830934,-157.989039,6,0.090073
4/28/2019,26.834088,-157.988943,6,0.087957
4/28/2019,26.837248,-157.988818,6,0.088987
4/28/2019,26.840382,-157.988678,6,0.089242
4/28/2019,26.843515,-157.988583,6,0.087623
4/28/2019,26.846653,-157.988471,6,0.091898
4/28/2019,26.849783,-157.988457,6,0.092291
4/28/2019,26.852802,-157.989166,6,0.090569
4/28/2019,26.855046,-157.991288,6,0.088713
4/28/2019,26.855777,-157.994106,6,0.08854
4/28/2019,26.855555,-157.996574,6,0.088926
4/28/2019,26.855332,-157.998083,6,0.093652
4/28/2019,26.855292,-157.998401,6,0.092978
4/28/2019,26.855288,-157.998402,6,0.089022
4/28/2019,26.855274,-157.998401,6,0.090021
4/28/2019,26.855262,-157.998403,6,0.092133
4/28/2019,26.855251,-157.998407,6,0.089772
4/28/2019,26.855253,-157.998404,6,0.086738
4/28/2019,26.855244,-157.998413,6,0.086486
4/28/2019,26.855092,-157.998416,6,0.088808
4/28/2019,26.855049,-157.998431,6,0.084962
4/28/2019,26.854996,-157.99842,6,0.08595
4/28/2019,26.854946,-157.998414,6,0.087286
4/28/2019,26.854897,-157.998445,6,0.086807
4/28/2019,26.854836,-157.998418,6,0.08272
4/28/2019,26.854755,-157.998391,6,0.083113
4/28/2019,26.85472,-157.998885,6,0.082104
4/28/2019,26.855256,-157.999724,6,0.081746
4/28/2019,26.856147,-158.000123,6,0.081291
4/28/2019,26.85715,-158.000289,6,0.085163
4/28/2019,26.858589,-158.000225,6,0.079824
4/28/2019,26.860735,-158.000132,6,0.07719
4/28/2019,26.863699,-158.000324,6,0.079666
4/28/2019,26.866812,-158.000423,6,0.080626
4/28/2019,26.869931,-158.000521,6,0.084371
4/28/2019,26.873043,-158.000686,6,0.085929
4/28/2019,26.87612,-158.000905,6,0.085133
4/28/2019,26.879173,-158.001211,6,0.084057
4/28/2019,26.882226,-158.001548,6,0.087241
4/28/2019,26.885257,-158.001941,6,0.083738
4/28/2019,26.888301,-158.002253,6,0.083061
4/28/2019,26.891349,-158.002363,6,0.082488
4/28/2019,26.894425,-158.002352,6,0.086891
4/28/2019,26.897519,-158.002362,6,0.087405
4/28/2019,26.900621,-158.002309,6,0.082303
4/28/2019,26.903723,-158.002199,6,0.082093
4/28/2019,26.906837,-158.002042,6,0.086564
4/28/2019,26.909963,-158.001936,6,0.087519
4/28/2019,26.913095,-158.001859,6,0.082056
