mass_feature,replicate_name,adjusted_area,sample_fraction,z,treatment,retention_time,mz,timepoint,experiment_id
Citrulline,230717_Smp_G5_Hom1_T12_A,18170367.435176853,Particulate,1,Homarine,12.732837837837838,176.103517,12,G51
Citrulline,230717_Smp_G5_Hom1_T12_B,2874132.237000589,Particulate,1,Homarine,12.732837837837838,176.103517,12,G51
Citrulline,230717_Smp_G5_Hom1_T12_C,1764888.8288385756,Particulate,1,Homarine,12.732837837837838,176.103517,12,G51
Citrulline,230717_Smp_G5_Hom1_T24_A,1829564.83791761,Particulate,1,Homarine,12.732837837837838,176.103517,24,G51
Citrulline,230717_Smp_G5_Hom1_T24_B,3717542.4021938033,Particulate,1,Homarine,12.732837837837838,176.103517,24,G51
Citrulline,230717_Smp_G5_Hom1_T24_C,1772981.888718368,Particulate,1,Homarine,12.732837837837838,176.103517,24,G51
Citrulline,230717_Smp_G5_Hom1_T48_A,6600584.016130898,Particulate,1,Homarine,12.732837837837838,176.103517,48,G51
Citrulline,230717_Smp_G5_Hom1_T48_B,2161359.327914187,Particulate,1,Homarine,12.732837837837838,176.103517,48,G51
Citrulline,230717_Smp_G5_Hom1_T48_C,8097096.493854167,Particulate,1,Homarine,12.732837837837838,176.103517,48,G51
Citrulline,230717_Smp_G5_Hom1_T96_A,2976494.5384407924,Particulate,1,Homarine,12.732837837837838,176.103517,96,G51
Citrulline,230717_Smp_G5_Hom1_T96_B,2701400.895231187,Particulate,1,Homarine,12.732837837837838,176.103517,96,G51
Citrulline,230717_Smp_G5_Hom1_T96_C,2729294.643625684,Particulate,1,Homarine,12.732837837837838,176.103517,96,G51
Citrulline,230717_Smp_G5_Hom2_C_A,1852158.0922517064,Particulate,1,Control,12.732837837837838,176.103517,NA,G52
Citrulline,230717_Smp_G5_Hom2_C_B,6584918.269956359,Particulate,1,Control,12.732837837837838,176.103517,NA,G52
Citrulline,230717_Smp_G5_Hom2_C_C,2819203.884351284,Particulate,1,Control,12.732837837837838,176.103517,NA,G52
Citrulline,230717_Smp_G5_Hom2_T0_A,3141717.430744392,Particulate,1,Homarine,12.732837837837838,176.103517,0,G52
Citrulline,230717_Smp_G5_Hom2_T0_B,3067177.0942095923,Particulate,1,Homarine,12.732837837837838,176.103517,0,G52
Citrulline,230717_Smp_G5_Hom2_T0_C,2549413.337783782,Particulate,1,Homarine,12.732837837837838,176.103517,0,G52
Citrulline,230717_Smp_G5_Hom2_T6_A,9233170.738393648,Particulate,1,Homarine,12.732837837837838,176.103517,6,G52
Citrulline,230717_Smp_G5_Hom2_T6_B,7849917.87618815,Particulate,1,Homarine,12.732837837837838,176.103517,6,G52
Citrulline,230717_Smp_G5_Hom2_T6_C,4238956.336383374,Particulate,1,Homarine,12.732837837837838,176.103517,6,G52
Citrulline,230717_Smp_G5_Hom2_T12_A,6495098.234146606,Particulate,1,Homarine,12.732837837837838,176.103517,12,G52
Citrulline,230717_Smp_G5_Hom2_T12_B,4538335.759996131,Particulate,1,Homarine,12.732837837837838,176.103517,12,G52
Citrulline,230717_Smp_G5_Hom2_T12_C,7619860.354516512,Particulate,1,Homarine,12.732837837837838,176.103517,12,G52
Citrulline,230717_Smp_G5_Hom2_T24_A,2975856.2407811545,Particulate,1,Homarine,12.732837837837838,176.103517,24,G52
Citrulline,230717_Smp_G5_Hom2_T24_B,4839745.415730578,Particulate,1,Homarine,12.732837837837838,176.103517,24,G52
Citrulline,230717_Smp_G5_Hom2_T24_C,2408796.1211783616,Particulate,1,Homarine,12.732837837837838,176.103517,24,G52
Citrulline,230717_Smp_G5_Hom2_T48_A,5178865.634319211,Particulate,1,Homarine,12.732837837837838,176.103517,48,G52
Citrulline,230717_Smp_G5_Hom2_T48_B,1288617.9839281314,Particulate,1,Homarine,12.732837837837838,176.103517,48,G52
Citrulline,230717_Smp_G5_Hom2_T48_C,4458191.931063995,Particulate,1,Homarine,12.732837837837838,176.103517,48,G52
Citrulline,230717_Smp_G5_Hom2_T96_A,7245715.957023091,Particulate,1,Homarine,12.732837837837838,176.103517,96,G52
Citrulline,230717_Smp_G5_Hom2_T96_B,8633733.0598981,Particulate,1,Homarine,12.732837837837838,176.103517,96,G52
Citrulline,230717_Smp_G5_Hom2_T96_C,17132505.57709145,Particulate,1,Homarine,12.732837837837838,176.103517,96,G52
Cytosine,230717_Smp_G5_Hom1_C_A,23367173.868909024,Particulate,1,Control,7.665270270270271,112.051087,NA,G51
Cytosine,230717_Smp_G5_Hom1_C_B,17685487.377406508,Particulate,1,Control,7.665270270270271,112.051087,NA,G51
Cytosine,230717_Smp_G5_Hom1_C_C,25825026.560319103,Particulate,1,Control,7.665270270270271,112.051087,NA,G51
Cytosine,230717_Smp_G5_Hom1_T0_A,25643445.626665454,Particulate,1,Homarine,7.665270270270271,112.051087,0,G51
Cytosine,230717_Smp_G5_Hom1_T0_B,29038373.25383534,Particulate,1,Homarine,7.665270270270271,112.051087,0,G51
Cytosine,230717_Smp_G5_Hom1_T0_C,28691878.75409841,Particulate,1,Homarine,7.665270270270271,112.051087,0,G51
Cytosine,230717_Smp_G5_Hom1_T6_A,19620505.913302515,Particulate,1,Homarine,7.665270270270271,112.051087,6,G51
Cytosine,230717_Smp_G5_Hom1_T6_B,12268886.787259027,Particulate,1,Homarine,7.665270270270271,112.051087,6,G51
Cytosine,230717_Smp_G5_Hom1_T6_C,13098435.073780917,Particulate,1,Homarine,7.665270270270271,112.051087,6,G51
Cytosine,230717_Smp_G5_Hom1_T12_A,19739093.332116365,Particulate,1,Homarine,7.665270270270271,112.051087,12,G51
Cytosine,230717_Smp_G5_Hom1_T12_B,27798304.2013739,Particulate,1,Homarine,7.665270270270271,112.051087,12,G51
Cytosine,230717_Smp_G5_Hom1_T12_C,11556787.956489189,Particulate,1,Homarine,7.665270270270271,112.051087,12,G51
Cytosine,230717_Smp_G5_Hom1_T24_A,29389847.447733052,Particulate,1,Homarine,7.665270270270271,112.051087,24,G51
Cytosine,230717_Smp_G5_Hom1_T24_B,23105222.67716457,Particulate,1,Homarine,7.665270270270271,112.051087,24,G51
Cytosine,230717_Smp_G5_Hom1_T24_C,14989568.314018808,Particulate,1,Homarine,7.665270270270271,112.051087,24,G51
Cytosine,230717_Smp_G5_Hom1_T48_A,20067565.8586821,Particulate,1,Homarine,7.665270270270271,112.051087,48,G51
Cytosine,230717_Smp_G5_Hom1_T48_B,27640446.38835606,Particulate,1,Homarine,7.665270270270271,112.051087,48,G51
Cytosine,230717_Smp_G5_Hom1_T48_C,31285939.232351147,Particulate,1,Homarine,7.665270270270271,112.051087,48,G51
Cytosine,230717_Smp_G5_Hom1_T96_A,30647774.924823154,Particulate,1,Homarine,7.665270270270271,112.051087,96,G51
Cytosine,230717_Smp_G5_Hom1_T96_B,16374079.129056703,Particulate,1,Homarine,7.665270270270271,112.051087,96,G51
Cytosine,230717_Smp_G5_Hom1_T96_C,32825980.297668085,Particulate,1,Homarine,7.665270270270271,112.051087,96,G51
Cytosine,230717_Smp_G5_Hom2_C_A,26522117.250621945,Particulate,1,Control,7.665270270270271,112.051087,NA,G52
Cytosine,230717_Smp_G5_Hom2_C_B,29473599.166104022,Particulate,1,Control,7.665270270270271,112.051087,NA,G52
Cytosine,230717_Smp_G5_Hom2_C_C,44227006.45377445,Particulate,1,Control,7.665270270270271,112.051087,NA,G52
Cytosine,230717_Smp_G5_Hom2_T0_A,71360880.38734463,Particulate,1,Homarine,7.665270270270271,112.051087,0,G52
Cytosine,230717_Smp_G5_Hom2_T0_B,70561949.16889949,Particulate,1,Homarine,7.665270270270271,112.051087,0,G52
Cytosine,230717_Smp_G5_Hom2_T0_C,58128215.733571336,Particulate,1,Homarine,7.665270270270271,112.051087,0,G52
Cytosine,230717_Smp_G5_Hom2_T6_A,40803127.81180114,Particulate,1,Homarine,7.665270270270271,112.051087,6,G52
Cytosine,230717_Smp_G5_Hom2_T6_B,53678181.35050483,Particulate,1,Homarine,7.665270270270271,112.051087,6,G52
Cytosine,230717_Smp_G5_Hom2_T6_C,47988555.00044817,Particulate,1,Homarine,7.665270270270271,112.051087,6,G52
Cytosine,230717_Smp_G5_Hom2_T12_A,43878272.21336202,Particulate,1,Homarine,7.665270270270271,112.051087,12,G52
Cytosine,230717_Smp_G5_Hom2_T12_B,41432026.11557423,Particulate,1,Homarine,7.665270270270271,112.051087,12,G52
Cytosine,230717_Smp_G5_Hom2_T12_C,55098628.378869474,Particulate,1,Homarine,7.665270270270271,112.051087,12,G52
Cytosine,230717_Smp_G5_Hom2_T24_A,40317344.8009571,Particulate,1,Homarine,7.665270270270271,112.051087,24,G52
Cytosine,230717_Smp_G5_Hom2_T24_B,70382440.7638484,Particulate,1,Homarine,7.665270270270271,112.051087,24,G52
Cytosine,230717_Smp_G5_Hom2_T24_C,49043535.32351054,Particulate,1,Homarine,7.665270270270271,112.051087,24,G52
Cytosine,230717_Smp_G5_Hom2_T48_A,83308372.2913157,Particulate,1,Homarine,7.665270270270271,112.051087,48,G52
Cytosine,230717_Smp_G5_Hom2_T48_B,7150254.307314796,Particulate,1,Homarine,7.665270270270271,112.051087,48,G52
Cytosine,230717_Smp_G5_Hom2_T48_C,49990652.87552232,Particulate,1,Homarine,7.665270270270271,112.051087,48,G52
Cytosine,230717_Smp_G5_Hom2_T96_A,49822713.54793804,Particulate,1,Homarine,7.665270270270271,112.051087,96,G52
Cytosine,230717_Smp_G5_Hom2_T96_B,47478403.02493469,Particulate,1,Homarine,7.665270270270271,112.051087,96,G52
Cytosine,230717_Smp_G5_Hom2_T96_C,59570522.56813129,Particulate,1,Homarine,7.665270270270271,112.051087,96,G52
Deoxyadenosine,230717_Smp_G5_Hom1_C_A,2625927,Particulate,1,Control,3.903953488372093,252.109665,NA,G51
Deoxyadenosine,230717_Smp_G5_Hom1_C_B,2242644,Particulate,1,Control,3.903953488372093,252.109665,NA,G51
Deoxyadenosine,230717_Smp_G5_Hom1_C_C,2901479,Particulate,1,Control,3.903953488372093,252.109665,NA,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T0_A,3735314,Particulate,1,Homarine,3.903953488372093,252.109665,0,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T0_B,3503176,Particulate,1,Homarine,3.903953488372093,252.109665,0,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T0_C,4394895,Particulate,1,Homarine,3.903953488372093,252.109665,0,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T6_A,8031465,Particulate,1,Homarine,3.903953488372093,252.109665,6,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T6_B,3263935,Particulate,1,Homarine,3.903953488372093,252.109665,6,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T6_C,3374842,Particulate,1,Homarine,3.903953488372093,252.109665,6,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T12_A,4834324,Particulate,1,Homarine,3.903953488372093,252.109665,12,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T12_B,4326617,Particulate,1,Homarine,3.903953488372093,252.109665,12,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T12_C,2591804,Particulate,1,Homarine,3.903953488372093,252.109665,12,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T24_A,6195845,Particulate,1,Homarine,3.903953488372093,252.109665,24,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T24_B,2885693,Particulate,1,Homarine,3.903953488372093,252.109665,24,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T24_C,2865896,Particulate,1,Homarine,3.903953488372093,252.109665,24,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T48_A,3039385,Particulate,1,Homarine,3.903953488372093,252.109665,48,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T48_B,4071529,Particulate,1,Homarine,3.903953488372093,252.109665,48,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T48_C,3345182,Particulate,1,Homarine,3.903953488372093,252.109665,48,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T96_A,34468856,Particulate,1,Homarine,3.903953488372093,252.109665,96,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T96_B,4126347,Particulate,1,Homarine,3.903953488372093,252.109665,96,G51
Deoxyadenosine,230717_Smp_G5_Hom1_T96_C,19893476,Particulate,1,Homarine,3.903953488372093,252.109665,96,G51
Deoxyadenosine,230717_Smp_G5_Hom2_C_A,13630474,Particulate,1,Control,3.903953488372093,252.109665,NA,G52
