Compound,Cruise,SampID,replicate,Local_Date,Local_Time,Lat,Long,Part.Conc.nM,Diss.Conc.nM,Total_nM,Perc_Diss
Homarine,TN397,U6,A,21/11/2021,17:55:00,25.98,-128.46,0.01726984671020385,0.05702023675864396,0.07429008346884781,0.7675349669320852
Homarine,TN397,U6,A,21/11/2021,18:00:00,25.98,-128.46,0.01726984671020385,0.05702023675864396,0.07429008346884781,0.7675349669320852
Homarine,TN397,U6,B,21/11/2021,17:50:00,25.98,-128.46,0.02330515648278978,0.09766768624004828,0.12097284272283806,0.807352163028983
Homarine,TN397,U6,B,21/11/2021,17:55:00,25.98,-128.46,0.02330515648278978,0.09766768624004828,0.12097284272283806,0.807352163028983
Homarine,TN397,U6,B,21/11/2021,18:00:00,25.98,-128.46,0.02330515648278978,0.09766768624004828,0.12097284272283806,0.807352163028983
Homarine,TN397,U6,C,21/11/2021,17:50:00,25.98,-128.46,0.01419734423794524,0.06641829472323,0.08061563896117524,0.8238884610865304
Homarine,TN397,U6,C,21/11/2021,17:55:00,25.98,-128.46,0.01419734423794524,0.06641829472323,0.08061563896117524,0.8238884610865304
Homarine,TN397,U6,C,21/11/2021,18:00:00,25.98,-128.46,0.01419734423794524,0.06641829472323,0.08061563896117524,0.8238884610865304
Homarine,TN397,U7,A,22/11/2021,06:54:00,24.43,-130.99,0.01618285356431741,NA,NA,NA
Homarine,TN397,U7,B,22/11/2021,06:54:00,24.43,-130.99,0.01440038812878131,NA,NA,NA
Homarine,TN397,U7,C,22/11/2021,06:54:00,24.43,-130.99,0.01725811896037141,NA,NA,NA
Homarine,TN397,U9,A,27/11/2021,17:54:00,12.389,-139.9989,0.12025240596912488,0.39679097868891566,0.5170433846580406,0.7674229870503869
Homarine,TN397,U9,B,27/11/2021,17:54:00,12.389,-139.9989,0.09872691872987488,0.4582293241001229,0.5569562428299978,0.8227384646445022
Homarine,TN397,U9,C,27/11/2021,17:54:00,12.389,-139.9989,0.06799446794085666,0.2956844753158208,0.3636789432566775,0.8130371053875739
Homarine,TN397,U10,A,30/11/2021,17:48:00,6.7602,-140.002,0.16552968575799404,0.2705548052695272,0.4360844910275212,0.6204183153407593
Homarine,TN397,U10,B,30/11/2021,17:48:00,6.7602,-140.002,0.22975859262181828,0.26103322962345193,0.4907918222452702,0.5318614080187387
Homarine,TN397,U10,C,30/11/2021,17:48:00,6.7602,-140.002,0.19843172800608516,0.2133858915992626,0.4118176196053478,0.518156294050153
Homarine,TN397,U11,A,2/12/21,18:00:00,3.015,-140.0059,0.24760483540820025,0.4687206716359307,0.7163255070441309,0.6543403341451222
Homarine,TN397,U11,B,2/12/21,18:00:00,3.015,-140.0059,0.25645514829055566,0.39694116561583415,0.6533963139063899,0.6075044458740285
Homarine,TN397,U11,C,2/12/21,18:00:00,3.015,-140.0059,0.2391924833129365,0.4331895066077141,0.6723819899206506,0.6442610199283235
