mass_feature,sample_fraction,experiment_id,timepoint,med_pvalue_h,med_fc_h,med_qvalue_h,core_metabolite
n-methyl glutamic acid_13C_15N,Particulate,G51,48,0.08605801981613195,1313.6083578690013,0.4589761056860371,non-core
n-methyl glutamic acid_13C_15N,Particulate,G51,96,0.07437686942323062,2277.808411767107,0.4308728987276808,non-core
n-methyl glutamic acid_13C_15N,Particulate,G52,0,0.012351980654109087,183.6523810333048,0.4089353797583421,non-core
n-methyl glutamic acid_13C_15N,Particulate,G52,6,0.01112081766377333,438.17514071771,0.4089353797583421,non-core
n-methyl glutamic acid_13C_15N,Particulate,G52,12,0.0439689514215762,299.8013985449137,0.4089353797583421,non-core
n-methyl glutamic acid_13C_15N,Particulate,G52,24,0.013481629665277545,1065.024027355211,0.4089353797583421,non-core
n-methyl glutamic acid_13C_15N,Particulate,G52,48,0.06328761829593389,3310.040590457382,0.4089353797583421,non-core
n-methyl glutamic acid_13C_15N,Particulate,G52,96,0.05283319401695282,80.02494052250454,0.4089353797583421,non-core
n-methyl glutamine,Particulate,G51,0,0.3381319712181771,1.1367726787889425,0.5856306305634408,non-core
n-methyl glutamine,Particulate,G51,6,0.2410905892007112,0.4736324254572861,0.5697150832159729,non-core
n-methyl glutamine,Particulate,G51,12,0.3127809440737172,0.5792855459832079,0.5831836826485042,non-core
n-methyl glutamine,Particulate,G51,24,0.2808368402662899,0.5491889526529685,0.5753730385943501,non-core
n-methyl glutamine,Particulate,G51,48,0.349488003978707,0.5687286555464623,0.5867487769976939,non-core
n-methyl glutamine,Particulate,G51,96,0.21033136495513635,0.7718410720307585,0.5564672332671324,non-core
n-methyl glutamine,Particulate,G52,0,0.3207971301474671,0.8482179261471416,0.5831836826485042,non-core
n-methyl glutamine,Particulate,G52,6,0.04120366144379461,0.2920374155778777,0.4089353797583421,non-core
n-methyl glutamine,Particulate,G52,12,0.04912293418605584,0.38184284399221907,0.4089353797583421,non-core
n-methyl glutamine,Particulate,G52,24,0.048793324887172106,0.44476703307782106,0.4089353797583421,non-core
n-methyl glutamine,Particulate,G52,48,0.5425184559143661,1.3483229447515808,0.6627048075234486,non-core
n-methyl glutamine,Particulate,G52,96,0.11161268259112073,1.5113406430955383,0.49350727706033537,non-core
n-methyl glutamine_13C_15N,Particulate,G51,0,0.2058456351560761,1.2406040447877247,0.5489216937495365,non-core
n-methyl glutamine_13C_15N,Particulate,G51,6,0.031185265716570605,71.16503025909056,0.4089353797583421,non-core
n-methyl glutamine_13C_15N,Particulate,G51,12,0.11075438227769542,114.49675348321364,0.49350727706033537,non-core
n-methyl glutamine_13C_15N,Particulate,G51,24,0.03238369633970345,227.55905026916443,0.4089353797583421,non-core
n-methyl glutamine_13C_15N,Particulate,G51,48,0.0737438670594154,73.00695291301737,0.4308728987276808,non-core
n-methyl glutamine_13C_15N,Particulate,G51,96,0.030573232387482087,267.87542657615325,0.4089353797583421,non-core
n-methyl glutamine_13C_15N,Particulate,G52,0,0.3359652076966345,0.8619390670559933,0.584892796819012,non-core
n-methyl glutamine_13C_15N,Particulate,G52,6,0.014492146853707418,99.0722854329497,0.4089353797583421,non-core
n-methyl glutamine_13C_15N,Particulate,G52,12,0.009109285463815193,90.41743997642843,0.4089353797583421,non-core
n-methyl glutamine_13C_15N,Particulate,G52,24,0.033383607317523295,262.4569655793043,0.4089353797583421,non-core
n-methyl glutamine_13C_15N,Particulate,G52,48,0.0919598270703717,525.2382065401855,0.47536156762530607,non-core
n-methyl glutamine_13C_15N,Particulate,G52,96,0.05430595862225835,0.29833827344802877,0.4089353797583421,non-core
unknown_C6H11NO2_pos,Particulate,G51,0,0.3959636338279915,1.5101288499101344,0.5937078921732292,non-core
unknown_C6H11NO2_pos,Particulate,G51,6,0.5230785968798085,0.7713412756618359,0.6627048075234486,non-core
unknown_C6H11NO2_pos,Particulate,G51,12,0.4957855580429375,0.6605614728126241,0.6435299424023435,non-core
unknown_C6H11NO2_pos,Particulate,G51,24,0.6088631265428693,0.7933152348350949,0.6958435731918506,non-core
unknown_C6H11NO2_pos,Particulate,G51,48,0.10587175878274975,0.3947049100220119,0.49350727706033537,non-core
unknown_C6H11NO2_pos,Particulate,G51,96,0.12005512420086864,0.4812568079971223,0.5023020031189979,non-core
unknown_C6H11NO2_pos,Particulate,G52,0,0.43413411433897664,0.8511078531095974,0.6077877600745673,non-core
unknown_C6H11NO2_pos,Particulate,G52,6,0.378662790699223,0.8467276443616294,0.5937078921732292,non-core
unknown_C6H11NO2_pos,Particulate,G52,12,0.4064534796134765,0.8590919295101985,0.5937078921732292,non-core
unknown_C6H11NO2_pos,Particulate,G52,24,0.47037533897209644,0.6839048479063896,0.6321844555784977,non-core
unknown_C6H11NO2_pos,Particulate,G52,48,0.4736108474931942,1.3790909279238137,0.6339969910665866,non-core
unknown_C6H11NO2_pos,Particulate,G52,96,0.3099593604953546,0.9361893445767108,0.5831836826485042,non-core
unknown_C6H9NO3_1_neg_13C_15N,Particulate,G51,0,0.20584563515607607,1.2406040447877245,0.5489216937495365,non-core
unknown_C6H9NO3_1_neg_13C_15N,Particulate,G51,6,0.5412246193824968,0.807435952015895,0.6627048075234486,non-core
