mass_feature,fc_hNH4,fc_h,mean_overall,ave_control,ave_hNH4,ave_h,n_control,n_hNH4,n_h,RT,mz,MS2,add_annotation,high_homarine_compound,low_homarine_compound,high_homarine_NH4_compound,low_homarine_NH4_compound,high_both_compound,low_both_compounds
(3-Carboxypropyl)trimethylammonium,0.9797901450459214,1.762861312209075,2492405.0149036217,1997839,1957462.9635883986,3521913.0811224664,3,3,3,9.829,146.11729,NA,[M+H],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2-Hydroxy-4-(methylthio)butyric acid,1.1168091695021773,2.5045765100528796,220254.72800029628,142979.66666666666,159681.00278569813,358103.51454852405,3,3,3,2.271923076923077,149.027242,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2-Ketoglutaric acid,1.0500475408395569,0.9559661513004565,42166982.651066065,42082625.333333336,44188757.24333911,40229565.37652576,3,3,3,12.243,145.01341,51.39236:7264 55.81876:6524 57.03335:10928 60.22976:7534 73.02835:7702 74.52777:7748 91.09241:7111 101.02342:45129 118.03992:12632 127.33211:6702,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-Phosphoglycerate,0.8400028055134097,0.20957057796546047,1691423.4609212447,2475769.066707363,2079652.9618375008,518848.3542188707,3,3,3,13.75,184.98508,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5-Hydroxyectoine,0.907038431243212,0.4772555673515903,5793986594.297896,7290191475.186302,6612483839.115622,3479284468.591766,3,3,3,11.052926829268293,159.076968,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5-Oxoproline,1.1023524455102507,0.5964579616757769,55149464.50770341,61304192.79641749,67578826.84916271,36565373.87753002,3,3,3,6.695,128.03423,NA,[M-H]-,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Adenine,0.9520853921623803,1.4295415037225714,798521804.6810985,708406186.6666666,674463182.0427897,1012696045.3338392,3,3,3,4.814390243902439,136.06232,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adenosine,0.8255111027507787,0.7587325898670803,775940966.1638082,900775304.2567445,743600014.7476534,683447579.4870269,3,3,3,4.621,268.10376,51.81222:8245 56.43267:10287 59.60114:9616 60.67353:9035 61.00478:8875 64.32533:8750 65.2409:8866 85.02905:17743 97.9492:8016 115.03948:30817 133.04958:58527 136.06194:11347904 157.30318:10439 166.08968:11402 174.23972:8274 177.41515:7959 217.24284:100563 254.19917:10763 262.58795:12713,[M+H],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adenosine diphosphate,1.774851911865424,2.8773175630663714,3656090.752407699,1940542,3444174.6787551534,5583555.578467943,3,3,2,12.52939393939394,426.021596,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adenosine monophosphate,3.0203529386721844,3.6691837747030296,8575612.281573057,3345694,10105176.704797896,12275966.139921278,3,3,2,10.98764705882353,346.055262,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adenosine triphosphate,0.7760357903950956,2.5297793288754216,219377.3624940791,152847.2703198034,118614.95223236148,386669.86493007245,2,3,2,13.638571428571428,505.987929,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Citric acid,0.9398928334013913,2.461672503418703,86923593.79256578,59245009.76874988,55683960.09644343,145841811.512504,3,3,3,14.306,191.01903,57.03337:46398 65.12698:6885 66.37735:6442 67.01779:18541 74.54557:6246 81.32649:6452 85.02843:182865 87.00767:331105 111.00774:354475 123.96208:7386 129.01819:10509 149.80365:6710 166.71857:7062,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Citrulline,0.7780435334602146,0.07819554996180064,41521692.7513348,67106160.71307264,52211514.398148075,5247403.142783695,3,3,3,11.743,176.10323,57.13033:6618 58.29836:6296 59.79189:6712 68.77006:7502 70.0659:119167 102.05065:7763 113.07135:186230 114.05534:34242 115.08701:99879 115.82136:6749 116.07107:36697 122.7114:6541 124.32609:7212 130.09801:7343 131.63469:8245 133.09744:14096 139.6339:6938 141.06602:9642 159.07663:909973 176.1032:78250,[M+H],FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Creatine,NA,NA,957762.9728849514,957762.9728849514,NA,NA,2,0,0,11.293243243243245,132.077302,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cys-Gly, oxidized",2.9076873844297078,5.024187851331502,13599576.96820359,4567767.666666667,13281640.41937259,22949322.818571508,3,3,3,11.111,355.07431,NA,[M+H],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Cytidine,0.817921219104851,0.3624931612896186,64665494.77871695,88972300.89862734,72772332.81756891,32251850.6199546,3,3,3,8.241,244.09279,50.41173:5766 50.62591:6655 51.72615:6394 52.70021:6265 63.75482:6909 82.98863:7466 88.26562:6929 91.76866:6777 93.55441:6577 97.35606:7298 112.05087:810783 119.90562:8826 122.48324:6472 142.90726:7205 198.11234:12944,[M+H],FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cytosine,1.0767955479203484,1.0256283101440373,105737532.45059556,102246698.66666667,110098789.91382009,104867108.77129993,3,3,3,6.985,112.05096,59.97786:6867 60.82067:6624 62.71338:7489 64.1662:7051 67.69991:6318 69.04357:7935 69.04539:39145 70.06585:17065 72.65062:6295 73.40738:6632 81.13174:7327 94.04038:12097 95.02447:135526 95.0608:20047 98.6118:6001 104.28425:6790 108.54111:7925 112.05088:1247958 112.06237:25338 112.07596:69405 112.09532:15547 112.22386:7831,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
D-Fructose 6-phosphate,0.8896797680508745,1.3783963097960392,13715815.630260143,12590724.912955316,11201713.220150452,17355008.757674664,3,3,3,12.743,259.02228,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
D-Gluconic acid,3.667736878663313,0.03512830870237488,407685250.7338415,260066088.1131104,953853982.2621576,9135681.826256368,3,3,3,10.577,195.05051,56.39953:7018 57.03347:12887 59.01268:36651 59.08528:6461 71.0127:32219 74.72832:7125 75.00765:457783 75.40747:6393 78.98044:7247 79.8719:6670 79.87492:6720 84.22321:6972 85.02858:39089 87.00766:104356 89.02333:42045 99.00768:175416 100.63615:6934 108.55801:8587 126.1656:7053 129.01843:343946 140.89452:7436 150.81255:7256 153.55524:7376 159.02925:20152 177.03995:21046 194.90529:11180 195.05066:281050,[M-H]-,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
D-Glucose 6-phosphate,0.9005431700869476,0.4705154368591081,16888245.584627613,21367981.628737327,19242789.91430277,10053965.21084274,3,3,3,13.406842105263156,259.021897,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
D-Ribose 5-phosphate,0.8974447406777963,0.8200817945676816,3628731.9032516405,4005920.6666666665,3595092.4338724916,3285182.6092157634,3,3,3,12.575,229.01167,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deoxyadenosine,1.0067937651155763,0.8553056584316178,37337802.967783086,39136798.666666664,39402684.8841836,33473925.352498993,3,3,3,3.654,252.10919,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dihydroxyacetone phosphate,0.7636235251735621,0.13064127322218805,1889823.5893389783,2992966.3333333335,2285499.502185791,391004.93249781034,3,3,3,12.261,168.99022,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Dimethylsulfoniopropionate,NA,NA,819221,819221,NA,NA,1,0,0,9.780625,135.047977,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ectoine,2.1313749855657886,0.9770588079360832,25213949613.219738,18411358839.297493,39241509680.35425,17988980320.007477,3,3,3,9.47658536585366,143.082053,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Fumaric acid,4.529476690296535,4.660291163534089,18757638.591099814,5522492.423823457,25014000.706047565,25736422.643428415,3,3,3,12.688,115.00262,NA,[M-H]-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
Glucosamine,3.9028184640974697,8.815720618848086,6041364.704229357,1321138.789130933,5156164.859855578,11646790.46370156,3,3,3,10.47974358974359,180.087199,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
Glutamylphenylalanine,0.6764875898834997,NA,364481.79294968536,434815.97495751636,294147.61094185436,NA,3,3,0,8.658846153846154,295.129398,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Glutathione,2.345788950490003,3.6015769611701423,6734840.683944158,2908227.7094289963,6822088.42628739,10474205.916116089,3,2,1,11.47222222222222,308.091634,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Glutathione disulfide,5.5290615762987585,3.4055563455728213,1040157.7828978884,314100.99243210757,1736683.7283336732,1069688.6279278847,3,3,3,14.114,613.16034,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Glycerophosphocholine,NA,NA,NA,NA,NA,NA,0,0,0,10.929354838709678,258.110652,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Glycerophosphoric acid,0.8091835450533104,0.655359619386146,16563907.899676124,20162651,16315285.413852673,13213787.285175696,3,3,3,11.953888888888889,171.005853,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Glycine,0.7086854719021202,1.0602829554878375,4834661.929417586,5238046.647546748,3712127.5602619853,5553811.580444025,3,3,3,11.424615384615384,76.039854,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Gonyol,0.1994986683695309,0.8071120182663925,197351.72172784377,295052.3333333333,58862.54759932295,238140.28425087503,3,1,3,10.69441176470588,179.074191,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Guanine,1.034383148260571,0.8879606090764813,49427972.91097252,50741436,52486086.316942275,45056396.415975295,3,3,3,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Guanosine,0.9020790683139147,0.8512462250705242,45429882.920976095,49500016.97598125,44652929.19521613,42136702.5917309,3,3,3,9.191,284.09869,50.37682:6460 59.04293:8232 69.97108:7160 72.63605:6482 73.17964:7433 92.14252:7325 93.41595:7435 100.51979:7383 110.0351:7928 114.33366:7082 131.31171:7262 135.0304:17377 137.37094:7966 143.50398:6908 152.05673:958870 153.04065:64773 213.39429:7570 216.93044:48665 216.94403:50685 251.28726:8188 277.19287:8701,[M+H],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Guanosine monophosphate,4.172449382839831,1.987229612495697,1480046.4553560955,620159,2587582.036812567,1232398.329255719,3,3,2,13.346,362.050178,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_1,0.9728761048382228,1.2011061125226181,42505923.46623816,40175956.154141665,39086227.73139257,48255586.51318025,3,3,3,3.666,87.0076,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_10,4.508567676834516,4.710891859152165,27594629.80302325,8100613.258221295,36522163.09855366,38161113.05229479,3,3,3,12.227,101.02333,NA,[M-H]-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_102,1.0472716007568406,1.08821264631417,67918667.79096831,64983902.745881155,68055795.85210581,70716304.77491799,3,3,3,5.201,160.06087,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_108,0.7291392179911687,2.3198531534059854,5907398.440132979,4376939.666666667,3191398.36574786,10153857.28798441,3,3,3,9.537,167.02034,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_117,1.546044746427239,1.5347367076214706,68645838.82417013,50465215.741507396,78021481.67447472,77450819.05652827,3,3,3,9.768,175.06065,50.15618:6169 51.08667:6073 59.01265:11991 59.8452:7559 68.60125:7190 68.97561:6796 72.13523:6901 79.78297:7363 85.06478:196844 92.55552:6553 113.05981:172176 115.03906:479231 119.69511:6452 130.25392:7665 130.52605:7292 131.07033:27148 157.04999:27987 175.06061:91979,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
HILICNeg_121,0.3610998864702387,0.10815328290996526,96149565.13177335,196323344,70892337.22985762,21233014.16546243,3,3,3,9.46,179.03979,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_122,0.9854060872978483,0.2236853840250219,30518471.948132172,41444827.900028236,40839985.69969952,9270602.244668758,3,3,3,10.941,179.05553,NA,[M-H]-,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_123,259.1417671828801,415.04374999922504,3450892.953706704,15333.087866468377,3973443.486086991,6363902.287166652,2,3,3,5.525,180.0294,NA,[M-H]-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_126,4.275151709668012,1.6421784261435999,3120654.6494304994,1353407.1331688808,5786020.819243823,2222535.995878794,3,3,3,10.186,181.07124,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
HILICNeg_129,1,2.060841346293733,2536518.8204898005,1873886.6684399098,1873886.6684399098,3861783.124589582,3,3,3,7.52,185.02158,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_13,0.615953231709863,1.9435776865740484,501468787.2902306,422641745.8949851,260327549.2395148,821437066.7361919,3,3,3,4.882,103.03886,50.17123:6369 57.03335:12644 58.36202:7883 59.01266:1285061 59.08838:6191 69.78205:7076 72.62004:7468 103.03899:161291,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_131,1.3919394706124282,1.1085199665934558,1290451.761384761,1105956.3333333333,1539424.273140462,1225974.6776804875,3,3,3,11.375,186.02539,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_132,33.57971891450465,80.58873189636955,4778914.524092504,124484.99108337262,4180171.009654271,10032087.57153987,3,3,3,5.643,188.03772,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_134,830.7535742332027,11224.296864759595,362960351.5898452,90318.22322572368,75032186.76316221,1013758549.7831476,3,3,3,4.265,188.905,56.24233:6592 56.84712:8580 57.18656:6464 92.7298:7002 105.75894:6714 105.90719:6771 111.05541:18101 117.66795:6410 124.04542:6400 143.04543:27162 155.04552:44647 159.74245:7147 178.97694:6346,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_135,1.0959455440072117,1.255837691413821,1029132.1072163376,921120.5214651034,1009497.9309932792,1156777.8691906303,3,3,3,11.58,188.9623,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_139,0.5693421739549792,0.30337593328223805,1758182.4597187992,2816519.6666666665,1603563.4300069534,854464.282482778,3,3,3,10.775,193.03497,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_14,4.415863090037367,3.1833532223126846,5230769.466943818,1824853.3157951175,8058302.401951963,5809152.683084374,3,3,3,12.073,103.03888,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_147,0.8587887546392338,0.10693762337371839,424209.4311402871,647408.6666666666,555987.2825893135,69232.34416488119,3,3,1,12.272,197.02113,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_148,0.7774255260608042,0.329702169697982,3961292.5298328986,5639846.89367355,4384560.938216552,1859469.7576085934,3,3,3,4.912,197.0424,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_149,0.5275332845922065,3.438613774754333,15567843.846458146,9404379.488012953,4961123.200863047,32338028.850498438,3,3,3,9.289,197.05075,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HILICNeg_154,0.3049400046761367,0.005302023480050096,2469924.8170664627,5655271.539126746,1724518.5295861326,29984.382486509057,3,3,3,9.474,199.02492,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_159,0.7529231644446953,1.3845415909291965,10372305.187100995,9917853.42225933,7467381.583186146,13731680.55585751,3,3,3,9.676,201.08748,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HILICNeg_160,6.253578443612432,8.890631783501929,2969676.7085602144,551840.567011314,3450978.274172815,4906211.284496514,2,3,3,6.159,201.08786,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_163,1.0712052095415285,0.08711507751753889,703987.4816844738,978521.3333333334,1048197.1499141892,85243.96180589884,3,3,3,10.265,204.05086,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_164,0.8683508723776623,1.4794581503959865,2482555.9660026217,2224639.412626201,1931767.5746796918,3291260.910701973,3,3,3,9.159,204.08733,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_165,0.5272709577536924,0.5787358674516816,2977361.767116655,4241242.333333333,2236283.9071621713,2454559.0608544606,3,3,3,13.725,205.0349,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_166,0.7597115196157711,0.06736022260561426,2400659.214739823,3941814.3676521312,2994641.7832922805,265521.4932750562,3,3,3,9.477,207.0506,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_169,0.8156933227826461,1.1023521176434221,2737694.3319887035,2814583.653216485,2295837.0923418733,3102662.2504077516,3,3,3,11.901,211.00085,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_171,87.80903229456105,40.187448667633326,748242.5514680232,17401.46426988146,1528005.7380466715,699320.4520875167,2,3,3,4.404,211.8824,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_172,0.7980582588645293,1.5658913277145408,710050.8917976451,633229.6666666666,505354.16524136625,991568.8434849026,3,3,3,14.335,212.98878,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_173,0.872123796740468,0.131753042615619,1456887.2619833597,2181103,1902191.829442025,287366.9565080544,3,3,3,10.898,213.01643,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_176,42.16094537561824,164.4256746846911,38931985.87431859,562637.2142338629,23721316.85560391,92512003.553118,3,3,3,4.286,215.83759,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_177,1.0685460584336015,0.669116426357082,1285139.0751269674,1408288,1504820.5915393399,942308.6338415623,3,3,3,9.129,216.08716,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_179,0.8299720334485777,0.07441887545714776,378941.5935315977,596949.2793094772,495451.20721414976,44424.29407116609,3,3,2,9.682,217.11914,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_18,0.9773063465001903,0.8147580507498375,10782913.613278046,11585958,11323030.283684652,9439752.556149486,3,3,3,11.655,110.98424,NA,[M-H]-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_180,42.544135573658174,167.96792698195964,16384798.4195609,232395.23393970678,9887054.339402894,39034945.6853401,3,3,3,4.316,217.8358,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_182,0.9651381881180611,2.547528267409532,19762121.149960563,13137767.666666666,12679761.281722713,33468834.501492303,3,3,3,4.689,218.10284,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_183,4.077557171874035,10.54486764103113,7870213.0790219195,1511329.9964523942,6162534.46610282,15936774.774510546,3,3,3,10.638,223.73857,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_187,NA,NA,9887258.53561137,NA,3691965.7984347604,16082551.27278798,0,3,3,4.352,226.82991,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_188,0.6107374680840707,0.9999999999999998,2235765.6579194413,2569119.6666666665,1569057.6404249917,2569119.666666666,3,3,3,7.412,228.97151,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_189,13.783451891530976,21.525718342277678,2419146.2319103703,199878.94653052336,2755021.843633361,4302537.905567226,3,3,3,10.57,229.00204,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_19,0.8523444463451945,0.7911568456291678,8560614.663293786,9715086.604213558,8280600.11286402,7686157.272803782,3,3,3,14.322,111.00758,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_193,0.6641256143265092,1.0279998374845845,2234698.040792465,2490260.6666666665,1653845.8950831422,2559987.560627586,3,3,3,7.481,230.9697,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_195,3.8633518825072928,6.456560432980238,23979936.769280866,6355156.144576926,24552204.454779055,41032449.70848662,3,3,3,10.673,237.06134,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_196,1.2888246187064318,0.11323548264100623,602417.7634722722,752376.3828403112,969681.2047378884,85195.70283861712,3,3,3,10.519,239.01678,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_199,0.5289871311280006,1.1031147745628518,2736729.7111766674,3119252,1650044.166745278,3440892.9667847245,3,3,3,11.25,241.01187,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HILICNeg_20,0.5938858795890277,0.4627464524244346,125166383.55458824,182579620.48867896,108431458.50894997,84488071.6661358,3,3,3,5.919,111.0188,52.96132:6876 56.07968:7351 68.01312:7935 79.71623:6868 81.03244:8230 94.92538:6787 99.71152:6442 111.01896:556838 111.05523:9868,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_200,0.5905160850939395,1.019736464976367,5733012.526831617,6589032,3890929.3811986903,6719076.199296161,3,3,3,10.689,241.0119,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HILICNeg_202,1.2455707343002518,0.2144930303377785,5752791.934588709,7015418.076492622,8738199.444960175,1504758.2823133315,3,3,3,10.495,242.05162,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
HILICNeg_203,4.302074529051406,1.6432466643732662,6439243.686812967,2781402.1155317524,11965799.19627885,4570529.748628298,3,3,3,10.878,242.05186,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_205,1.7788994198164916,1.959386099053081,1287066.8132045672,814894,1449614.46381194,1596691.9758017613,3,3,3,10.826,243.02727,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
HILICNeg_211,1.1302518251490448,0.2542968788144204,1004688.5113005581,1263998.3108299952,1428636.3978009117,321430.82527076744,3,3,3,11.403,245.97084,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_216,2.010612089827491,3.384653025017906,2811871.58686525,1319040.6666666667,2652079.1113741137,4464494.982554969,3,3,3,9.336,249.06168,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_217,0.7816289425561859,0.006099420534425986,1167095.4967758574,1958511.4621522105,1530829.2431462018,11945.785029159855,3,3,1,8.871,249.09799,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_218,0.9696182613644604,0.9821533421122839,1738184.264145604,1766584.1036938126,1712912.2071776881,1735056.4815653116,3,3,3,8.887,251.07687,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_219,0.5497374034716798,0.6397207123553782,5153128.528511907,7060827.276751082,3881600.8534831516,4516957.455301488,3,3,3,9.423,251.07709,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_22,0.6322779274778223,0.8108387764012183,6291287.740348079,7725322,4884550.583258825,6263990.637785412,3,3,3,16.452,112.93617,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HILICNeg_223,1.0225296723072588,0.22620695564854915,12335263.344618838,16456257.960051225,16827012.059294898,3722520.0145103913,3,3,3,8.612,256.05939,NA,[M-H]-,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_227,1.0289638578712208,0.10822769006863729,3759175.030898449,5276796.5995216,5429632.986245485,571095.5069282629,3,3,3,8.594,258.05679,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_23,0.9838038246985723,0.525709608601957,26061810.96432099,31155614.41332193,30651012.62066008,16378805.858980965,3,3,3,11.027,113.02335,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_230,1.391889875328512,2.523751877935178,10178530.994166933,6211924,8646314.121910192,15677354.860590605,3,3,3,4.428,261.09628,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_231,0.6351006882909387,1.0617164791509226,622881.4639932313,692907.3333333334,440065.92432183895,735671.1343245214,3,3,3,2.232,261.13446,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_232,151.02213379532506,1606.5750355969035,9201566.589316605,15697,2370594.4341852176,25218408.333764594,1,3,3,4.729,261.95978,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_233,0.7943346640598402,0.507431777345524,1039429.125652455,1354736.6582742715,1076114.288339844,687436.4303432495,3,3,3,14.237,264.94266,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_235,1.0760222531727663,1.4950114216384545,1710314.5114169784,1436823.0606288465,1546053.5871084416,2148066.886513647,3,3,3,10.706,265.94662,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_237,0.9522898641253241,0.3284843552163592,2837153.18449914,3731829.0786161837,3553783.0062143393,1225847.468666897,3,3,3,7.654,266.08948,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_239,0.8945064790390602,1.3210835790725606,1865379.579099147,1740314.727986134,1556722.7997506964,2299101.2095606113,3,3,3,10.706,266.99033,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_24,5.2290087050804575,2.795004154290457,20594520.060421348,6846572.710399608,35800788.302645855,19136199.16821858,3,3,3,10.588,113.02341,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_243,1.0055662361544269,1.2847732183251104,1915484.0269422473,1746461.7740286344,1756182.9926975572,2243807.3141005505,3,3,3,10.712,267.15234,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_245,1.0388842601666095,1.5655912341788873,1675780.2705913135,1394749.6160427658,1448983.4229802515,2183607.772750923,3,3,3,10.71,268.20441,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_246,0.8267870604944273,0.25549465932954707,1337141.2615044373,1926455.8423210944,1592768.7630449736,492199.1791472436,3,3,3,8.686,269.0549,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_248,NA,NA,111923692.05332747,NA,5368563.905932512,218478820.20072243,0,3,3,4.449,270.81268,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_25,1.6452547196217338,1.816688411275432,1068624.3852814545,718492.6077710355,1182103.3539486234,1305277.1941247047,3,3,3,9.825,113.05978,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
