mass_feature,replicate_name,adjusted_area,sample_fraction,z,sample_set,treatment,RT,mz,dat_type,MS2,add_annotation,pseudo_ID,adduct_group_ID,nm_theroetical,scaled_area,high_homarine_compound,low_homarine_compound,high_homarine_NH4_compound,low_homarine_NH4_compound,high_both_compound,low_both_compounds,row_id
HILICPos_396,211202_Smp_OBi1_7,7024268.3222765075,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.509,502.21771,nontargeted,NA,[M+H],HILICPos_396,95,501.210433545,8058044.638974436,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,329
HILICPos_396,211202_Smp_OBi1_8,7005758.754894361,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.509,502.21771,nontargeted,NA,[M+H],HILICPos_396,95,501.210433545,8036810.979699144,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,329
HILICPos_396,211202_Smp_OBi1_9,7868767.63013739,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.509,502.21771,nontargeted,NA,[M+H],HILICPos_396,95,501.210433545,9026830.683030419,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,329
HILICPos_398,211202_Smp_OBi1_1,3604841.3116356847,Particulate,1,OBi1_set2,Glucose + NH4,4.641,518.08496,nontargeted,NA,NA,NA,NA,NA,3604841.3116356847,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330
HILICPos_398,211202_Smp_OBi1_2,3218789.742881392,Particulate,1,OBi1_set2,Glucose + NH4,4.641,518.08496,nontargeted,NA,NA,NA,NA,NA,3218789.742881392,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330
HILICPos_398,211202_Smp_OBi1_3,3450848.401722922,Particulate,1,OBi1_set2,Glucose + NH4,4.641,518.08496,nontargeted,NA,NA,NA,NA,NA,3450848.401722922,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330
HILICPos_398,211202_Smp_OBi1_4,2807808.092246808,Particulate,1,OBi1_set2,Homarine,4.641,518.08496,nontargeted,NA,NA,NA,NA,NA,5231474.68085929,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330
HILICPos_398,211202_Smp_OBi1_5,1769483.6888874928,Particulate,1,OBi1_set2,Homarine,4.641,518.08496,nontargeted,NA,NA,NA,NA,NA,3296880.987760441,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330
HILICPos_398,211202_Smp_OBi1_6,1201821.535081244,Particulate,1,OBi1_set2,Homarine,4.641,518.08496,nontargeted,NA,NA,NA,NA,NA,2239219.6065856754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330
HILICPos_398,211202_Smp_OBi1_7,2955520.728003833,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,4.641,518.08496,nontargeted,NA,NA,NA,NA,NA,3390490.9187681247,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330
HILICPos_398,211202_Smp_OBi1_8,2096586.99482813,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,4.641,518.08496,nontargeted,NA,NA,NA,NA,NA,2405146.1047181357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330
HILICPos_398,211202_Smp_OBi1_9,2612413.4679262233,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,4.641,518.08496,nontargeted,NA,NA,NA,NA,NA,2996887.8428586395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330
HILICPos_400,211202_Smp_OBi1_1,3010652,Particulate,1,OBi1_set2,Glucose + NH4,9.508,535.13733,nontargeted,NA,NA,NA,NA,NA,3010652,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,331
HILICPos_400,211202_Smp_OBi1_2,1884528,Particulate,1,OBi1_set2,Glucose + NH4,9.508,535.13733,nontargeted,NA,NA,NA,NA,NA,1884528,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,331
HILICPos_400,211202_Smp_OBi1_3,2458812,Particulate,1,OBi1_set2,Glucose + NH4,9.508,535.13733,nontargeted,NA,NA,NA,NA,NA,2458812,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,331
HILICPos_400,211202_Smp_OBi1_4,670.14248046875,Particulate,1,OBi1_set2,Homarine,9.508,535.13733,nontargeted,NA,NA,NA,NA,NA,1248.6015083513557,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,331
HILICPos_400,211202_Smp_OBi1_5,670.14248046875,Particulate,1,OBi1_set2,Homarine,9.508,535.13733,nontargeted,NA,NA,NA,NA,NA,1248.6015083513557,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,331
HILICPos_400,211202_Smp_OBi1_6,670.14248046875,Particulate,1,OBi1_set2,Homarine,9.508,535.13733,nontargeted,NA,NA,NA,NA,NA,1248.6015083513557,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,331
HILICPos_400,211202_Smp_OBi1_7,6701,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.508,535.13733,nontargeted,NA,NA,NA,NA,NA,7687.2002389948175,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,331
HILICPos_400,211202_Smp_OBi1_8,65882,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.508,535.13733,nontargeted,NA,NA,NA,NA,NA,75577.99226167088,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,331
HILICPos_400,211202_Smp_OBi1_9,41074,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.508,535.13733,nontargeted,NA,NA,NA,NA,NA,47118.94681636668,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,331
HILICPos_401,211202_Smp_OBi1_1,328456.9920440137,Particulate,1,OBi1_set2,Glucose + NH4,11.524,546.18164,nontargeted,NA,NA,NA,NA,NA,328456.9920440137,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,332
HILICPos_401,211202_Smp_OBi1_2,418845.5862552268,Particulate,1,OBi1_set2,Glucose + NH4,11.524,546.18164,nontargeted,NA,NA,NA,NA,NA,418845.5862552268,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,332
HILICPos_401,211202_Smp_OBi1_3,326720.15754062426,Particulate,1,OBi1_set2,Glucose + NH4,11.524,546.18164,nontargeted,NA,NA,NA,NA,NA,326720.15754062426,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,332
HILICPos_401,211202_Smp_OBi1_4,418695.1122272103,Particulate,1,OBi1_set2,Homarine,11.524,546.18164,nontargeted,NA,NA,NA,NA,NA,780107.7590254529,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,332
HILICPos_401,211202_Smp_OBi1_5,560323.4720179811,Particulate,1,OBi1_set2,Homarine,11.524,546.18164,nontargeted,NA,NA,NA,NA,NA,1043988.0364500254,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,332
HILICPos_401,211202_Smp_OBi1_6,514783.1443533253,Particulate,1,OBi1_set2,Homarine,11.524,546.18164,nontargeted,NA,NA,NA,NA,NA,959137.8389619768,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,332
HILICPos_401,211202_Smp_OBi1_7,365949.56769750494,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.524,546.18164,nontargeted,NA,NA,NA,NA,NA,419807.1339000612,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,332
HILICPos_401,211202_Smp_OBi1_8,384649.94754490705,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.524,546.18164,nontargeted,NA,NA,NA,NA,NA,441259.6879117376,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,332
HILICPos_401,211202_Smp_OBi1_9,534535.6560681786,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.524,546.18164,nontargeted,NA,NA,NA,NA,NA,613204.3908489113,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,332
HILICPos_403,211202_Smp_OBi1_1,4660255.74901196,Particulate,1,OBi1_set2,Glucose + NH4,10.664,559.14832,nontargeted,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,NA,NA,NA,4660255.74901196,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,333
HILICPos_403,211202_Smp_OBi1_2,4886347.820830856,Particulate,1,OBi1_set2,Glucose + NH4,10.664,559.14832,nontargeted,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,NA,NA,NA,4886347.820830856,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,333
HILICPos_403,211202_Smp_OBi1_3,4729657.971604312,Particulate,1,OBi1_set2,Glucose + NH4,10.664,559.14832,nontargeted,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,NA,NA,NA,4729657.971604312,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,333
HILICPos_403,211202_Smp_OBi1_4,40394517.30209836,Particulate,1,OBi1_set2,Homarine,10.664,559.14832,nontargeted,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,NA,NA,NA,75262584.75249265,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,333
HILICPos_403,211202_Smp_OBi1_5,38474785.16935046,Particulate,1,OBi1_set2,Homarine,10.664,559.14832,nontargeted,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,NA,NA,NA,71685762.64907524,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,333
HILICPos_403,211202_Smp_OBi1_6,42050121.64866192,Particulate,1,OBi1_set2,Homarine,10.664,559.14832,nontargeted,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,NA,NA,NA,78347287.10251583,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,333
HILICPos_403,211202_Smp_OBi1_7,22008158.75536064,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.664,559.14832,nontargeted,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,NA,NA,NA,25247145.68632207,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,333
HILICPos_403,211202_Smp_OBi1_8,23722923.227530625,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.664,559.14832,nontargeted,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,NA,NA,NA,27214275.646072097,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,333
HILICPos_403,211202_Smp_OBi1_9,17069182.700638253,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.664,559.14832,nontargeted,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,NA,NA,NA,19581290.15606515,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,333
HILICPos_404,211202_Smp_OBi1_1,5410220.402202879,Particulate,1,OBi1_set2,Glucose + NH4,4.597,563.14227,nontargeted,NA,NA,NA,NA,NA,5410220.402202879,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334
HILICPos_404,211202_Smp_OBi1_2,4936552.1818527,Particulate,1,OBi1_set2,Glucose + NH4,4.597,563.14227,nontargeted,NA,NA,NA,NA,NA,4936552.1818527,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334
HILICPos_404,211202_Smp_OBi1_3,5356918.02482848,Particulate,1,OBi1_set2,Glucose + NH4,4.597,563.14227,nontargeted,NA,NA,NA,NA,NA,5356918.02482848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334
HILICPos_404,211202_Smp_OBi1_4,3692648.770332773,Particulate,1,OBi1_set2,Homarine,4.597,563.14227,nontargeted,NA,NA,NA,NA,NA,6880099.320407554,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334
HILICPos_404,211202_Smp_OBi1_5,2364868.7873152625,Particulate,1,OBi1_set2,Homarine,4.597,563.14227,nontargeted,NA,NA,NA,NA,NA,4406195.430006876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334
HILICPos_404,211202_Smp_OBi1_6,1503332.0442866248,Particulate,1,OBi1_set2,Homarine,4.597,563.14227,nontargeted,NA,NA,NA,NA,NA,2800990.4054078804,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334
HILICPos_404,211202_Smp_OBi1_7,4332103.403299338,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,4.597,563.14227,nontargeted,NA,NA,NA,NA,NA,4969668.1565725915,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334
HILICPos_404,211202_Smp_OBi1_8,3453701.135752227,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,4.597,563.14227,nontargeted,NA,NA,NA,NA,NA,3961989.5830728537,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334
HILICPos_404,211202_Smp_OBi1_9,4355864.0632219855,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,4.597,563.14227,nontargeted,NA,NA,NA,NA,NA,4996925.72270243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334
HILICPos_405,211202_Smp_OBi1_1,586554.385046608,Particulate,1,OBi1_set2,Glucose + NH4,10.623,581.13049,nontargeted,NA,NA,NA,NA,NA,586554.385046608,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
HILICPos_405,211202_Smp_OBi1_2,314431.69837602833,Particulate,1,OBi1_set2,Glucose + NH4,10.623,581.13049,nontargeted,NA,NA,NA,NA,NA,314431.69837602833,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
HILICPos_405,211202_Smp_OBi1_3,571323.6596123887,Particulate,1,OBi1_set2,Glucose + NH4,10.623,581.13049,nontargeted,NA,NA,NA,NA,NA,571323.6596123887,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
HILICPos_405,211202_Smp_OBi1_4,872478.5603247964,Particulate,1,OBi1_set2,Homarine,10.623,581.13049,nontargeted,NA,NA,NA,NA,NA,1625591.688596974,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
HILICPos_405,211202_Smp_OBi1_5,658971.040709145,Particulate,1,OBi1_set2,Homarine,10.623,581.13049,nontargeted,NA,NA,NA,NA,NA,1227787.0145073864,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
HILICPos_405,211202_Smp_OBi1_6,924254.7001638456,Particulate,1,OBi1_set2,Homarine,10.623,581.13049,nontargeted,NA,NA,NA,NA,NA,1722060.3772472262,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
HILICPos_405,211202_Smp_OBi1_7,477575.424584001,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.623,581.13049,nontargeted,NA,NA,NA,NA,NA,547861.2025071159,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
HILICPos_405,211202_Smp_OBi1_8,435155.8246539351,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.623,581.13049,nontargeted,NA,NA,NA,NA,NA,499198.6209938392,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
HILICPos_405,211202_Smp_OBi1_9,819390.0167138951,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.623,581.13049,nontargeted,NA,NA,NA,NA,NA,939981.3658130163,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
HILICPos_406,211202_Smp_OBi1_1,2935697.7852022196,Particulate,1,OBi1_set2,Glucose + NH4,13.129,584.08923,nontargeted,NA,NA,NA,NA,NA,2935697.7852022196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336
HILICPos_406,211202_Smp_OBi1_2,2988766.7815847024,Particulate,1,OBi1_set2,Glucose + NH4,13.129,584.08923,nontargeted,NA,NA,NA,NA,NA,2988766.7815847024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336
HILICPos_406,211202_Smp_OBi1_3,2249806.0209573912,Particulate,1,OBi1_set2,Glucose + NH4,13.129,584.08923,nontargeted,NA,NA,NA,NA,NA,2249806.0209573912,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336
HILICPos_406,211202_Smp_OBi1_4,525559.751952546,Particulate,1,OBi1_set2,Homarine,13.129,584.08923,nontargeted,NA,NA,NA,NA,NA,979216.6862153036,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336
HILICPos_406,211202_Smp_OBi1_5,2099247.925018783,Particulate,1,OBi1_set2,Homarine,13.129,584.08923,nontargeted,NA,NA,NA,NA,NA,3911293.7949381857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336
HILICPos_406,211202_Smp_OBi1_6,1778034.4039585064,Particulate,1,OBi1_set2,Homarine,13.129,584.08923,nontargeted,NA,NA,NA,NA,NA,3312812.5784987006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336
HILICPos_406,211202_Smp_OBi1_7,1844072.117941929,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.129,584.08923,nontargeted,NA,NA,NA,NA,NA,2115468.083236364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336
HILICPos_406,211202_Smp_OBi1_8,2248496.2392808227,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.129,584.08923,nontargeted,NA,NA,NA,NA,NA,2579412.151615951,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336
HILICPos_406,211202_Smp_OBi1_9,1366566.7874812584,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.129,584.08923,nontargeted,NA,NA,NA,NA,NA,1567687.2907518742,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336
HILICPos_407,211202_Smp_OBi1_1,1021929.6613386988,Particulate,1,OBi1_set2,Glucose + NH4,13.127,589.04565,nontargeted,NA,NA,NA,NA,NA,1021929.6613386988,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,337
HILICPos_407,211202_Smp_OBi1_2,1174732.8202686012,Particulate,1,OBi1_set2,Glucose + NH4,13.127,589.04565,nontargeted,NA,NA,NA,NA,NA,1174732.8202686012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,337
HILICPos_407,211202_Smp_OBi1_3,781350.0269215666,Particulate,1,OBi1_set2,Glucose + NH4,13.127,589.04565,nontargeted,NA,NA,NA,NA,NA,781350.0269215666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,337
HILICPos_407,211202_Smp_OBi1_4,129601.87431101131,Particulate,1,OBi1_set2,Homarine,13.127,589.04565,nontargeted,NA,NA,NA,NA,NA,241472.6725527103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,337
HILICPos_407,211202_Smp_OBi1_5,522503.13564937486,Particulate,1,OBi1_set2,Homarine,13.127,589.04565,nontargeted,NA,NA,NA,NA,NA,973521.6350316788,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,337
HILICPos_407,211202_Smp_OBi1_6,462940.0842305433,Particulate,1,OBi1_set2,Homarine,13.127,589.04565,nontargeted,NA,NA,NA,NA,NA,862544.4652340831,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,337
HILICPos_407,211202_Smp_OBi1_7,664306.6620739084,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.127,589.04565,nontargeted,NA,NA,NA,NA,NA,762074.0682674822,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,337
HILICPos_407,211202_Smp_OBi1_8,796284.5574785182,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.127,589.04565,nontargeted,NA,NA,NA,NA,NA,913475.4276312115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,337
HILICPos_407,211202_Smp_OBi1_9,557777.3215414009,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,13.127,589.04565,nontargeted,NA,NA,NA,NA,NA,639866.5810265552,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,337
HILICPos_409,211202_Smp_OBi1_1,2486801.895423892,Particulate,1,OBi1_set2,Glucose + NH4,15.449,598.06842,nontargeted,NA,NA,NA,NA,NA,2486801.895423892,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,338
HILICPos_409,211202_Smp_OBi1_2,2230616.23031144,Particulate,1,OBi1_set2,Glucose + NH4,15.449,598.06842,nontargeted,NA,NA,NA,NA,NA,2230616.23031144,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,338
HILICPos_409,211202_Smp_OBi1_3,1745792.639171746,Particulate,1,OBi1_set2,Glucose + NH4,15.449,598.06842,nontargeted,NA,NA,NA,NA,NA,1745792.639171746,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,338
HILICPos_409,211202_Smp_OBi1_4,476343.2124267364,Particulate,1,OBi1_set2,Homarine,15.449,598.06842,nontargeted,NA,NA,NA,NA,NA,887517.0144607602,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,338
HILICPos_409,211202_Smp_OBi1_5,783499.8458822061,Particulate,1,OBi1_set2,Homarine,15.449,598.06842,nontargeted,NA,NA,NA,NA,NA,1459807.6049100668,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,338
HILICPos_409,211202_Smp_OBi1_6,580325.4500442293,Particulate,1,OBi1_set2,Homarine,15.449,598.06842,nontargeted,NA,NA,NA,NA,NA,1081255.4842860661,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,338
HILICPos_409,211202_Smp_OBi1_7,1495144.1108852464,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,15.449,598.06842,nontargeted,NA,NA,NA,NA,NA,1715187.608794025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,338
HILICPos_409,211202_Smp_OBi1_8,1948470.5525839508,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,15.449,598.06842,nontargeted,NA,NA,NA,NA,NA,2235231.054692988,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,338
HILICPos_409,211202_Smp_OBi1_9,1295196.241911654,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,15.449,598.06842,nontargeted,NA,NA,NA,NA,NA,1485812.9921457178,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,338
HILICPos_410,211202_Smp_OBi1_1,2126188,Particulate,1,OBi1_set2,Glucose + NH4,12.054,608.0899,nontargeted,NA,[M+H],HILICPos_410,31,607.0826235449999,2126188,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,339
HILICPos_410,211202_Smp_OBi1_2,2409358,Particulate,1,OBi1_set2,Glucose + NH4,12.054,608.0899,nontargeted,NA,[M+H],HILICPos_410,31,607.0826235449999,2409358,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,339
HILICPos_410,211202_Smp_OBi1_3,2036744,Particulate,1,OBi1_set2,Glucose + NH4,12.054,608.0899,nontargeted,NA,[M+H],HILICPos_410,31,607.0826235449999,2036744,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,339
HILICPos_410,211202_Smp_OBi1_4,213132,Particulate,1,OBi1_set2,Homarine,12.054,608.0899,nontargeted,NA,[M+H],HILICPos_410,31,607.0826235449999,397105.01040285965,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,339
HILICPos_410,211202_Smp_OBi1_5,1013689,Particulate,1,OBi1_set2,Homarine,12.054,608.0899,nontargeted,NA,[M+H],HILICPos_410,31,607.0826235449999,1888693.302227091,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,339
HILICPos_410,211202_Smp_OBi1_6,855894,Particulate,1,OBi1_set2,Homarine,12.054,608.0899,nontargeted,NA,[M+H],HILICPos_410,31,607.0826235449999,1594691.5328235326,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,339
HILICPos_410,211202_Smp_OBi1_7,1888981,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,12.054,608.0899,nontargeted,NA,[M+H],HILICPos_410,31,607.0826235449999,2166986.2997547635,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,339
HILICPos_410,211202_Smp_OBi1_8,2128780,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,12.054,608.0899,nontargeted,NA,[M+H],HILICPos_410,31,607.0826235449999,2442077.0220515425,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,339
HILICPos_410,211202_Smp_OBi1_9,2049125,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,12.054,608.0899,nontargeted,NA,[M+H],HILICPos_410,31,607.0826235449999,2350699.0284629543,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,339
Glutathione disulfide,211202_Smp_OBi1_1,437202.3103963408,Particulate,1,OBi1_set2,Glucose + NH4,14.114,613.16034,targeted,NA,NA,NA,NA,NA,437202.3103963408,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,340
Glutathione disulfide,211202_Smp_OBi1_2,251257.6162166253,Particulate,1,OBi1_set2,Glucose + NH4,14.114,613.16034,targeted,NA,NA,NA,NA,NA,251257.6162166253,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,340
Glutathione disulfide,211202_Smp_OBi1_3,253843.05068335668,Particulate,1,OBi1_set2,Glucose + NH4,14.114,613.16034,targeted,NA,NA,NA,NA,NA,253843.05068335668,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,340
Glutathione disulfide,211202_Smp_OBi1_4,445.58487096764145,Particulate,1,OBi1_set2,Homarine,14.114,613.16034,targeted,NA,NA,NA,NA,NA,830.2084380616807,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,340
