mass_feature,sample_fraction,med_pvalue_h,med_pvalue_hNH4,med_fc_h,med_fc_hNH4,med_pvalue_cmb,med_qvalue_h,med_qvalue_hNH4,med_qvalue_cmb,z,sample_set,dat_type,RT,mz,MS2,add_annotation,row_id,plot_label
L-Isoleucine,Particulate,0.22303798759885493,0.4375303343312692,1.1956280005091044,0.9472521813578338,0.09758588528270047,0.3469479807093299,0.583886091636921,0.1335385798605375,1,OBi1_set2,targeted,6.646,132.1019,NA,[M+H],130,L-Isoleucine
L-Lysine,Particulate,0.04903978632585028,0.22363281554621872,1.209679203553317,0.925000327261925,0.010966905489834854,0.17733846868422998,0.5716489131641864,0.033540572097106806,1,OBi1_set2,targeted,18.146,147.1127,NA,[M+H],154,L-Lysine
L-Methionine,Particulate,0.10350318896029265,0.16340819764697556,0.8522839311451694,0.8496943069070902,0.01691326955871576,0.22794114698343831,0.5715321805908565,0.04663962211645861,1,OBi1_set2,targeted,6.917368421052632,150.058876,NA,NA,58,L-Methionine
L-Ornithine,Particulate,0.0553341298759677,0.35358325805769747,0.5592183724026445,1.0434529999702573,0.019565221923332432,0.1774343192370849,0.583886091636921,0.05086957700066432,1,OBi1_set2,targeted,16.058,133.09723,NA,NA,132,L-Ornithine
L-Proline,Particulate,0.05941063337582844,0.16300446942197994,0.651686853860642,1.1678189537582333,0.009684198771450688,0.18090762345933017,0.5715321805908565,0.030952492109206045,1,OBi1_set2,targeted,9.046,116.07073,58.96291:6606 63.37515:7710 70.06582:957041 76.86774:7114 83.69028:6332 93.15038:7850 98.09678:11419 107.40535:7137 116.07088:417364 116.10722:19239 116.1436:9630,[M+H],116,L-Proline
L-Serine,Particulate,0.08042892356495233,0.28867815905852395,0.7521406586209652,0.835584915353233,0.023218073589789175,0.21526564836501946,0.583886091636921,0.05463307326064464,1,OBi1_set2,targeted,11.126153846153846,106.050419,NA,NA,62,L-Serine
L-Threonine,Particulate,0.023902882321196937,0.14564943408696718,0.5095239034279446,0.8299244733977058,0.0034814412831297064,0.12885601142508385,0.5715321805908565,0.01473540264022341,1,OBi1_set2,targeted,10.007,120.06568,NA,[M+H],120,L-Threonine
L-Tyrosine,Particulate,0.0735619099994857,0.12909627680855704,2.029036525197118,1.259401994088562,0.009496568695859766,0.20182727292816627,0.5715321805908565,0.030952492109206045,1,OBi1_set2,targeted,9.097,182.0815,NA,[M+H],201,L-Tyrosine
Malic acid,Particulate,0.28457480959833936,0.3156262838292216,1.2767192378207075,1.1448889727092317,0.08981928962493216,0.4132543334264832,0.583886091636921,0.12577369876384728,-1,OBi1_set2,targeted,12.687560975609756,133.0137,NA,NA,65,Malic acid
Melamine,Dissolved,0.4977795429578694,0.4780166354609957,2.406515993820676,0.3268644599519093,0.2379469023260329,0.5524138830386113,0.583886091636921,0.2608815435140843,1,OBi1_set2,targeted,6.931,127.0731,51.03814:7170 51.07751:7083 54.06812:6692 55.64022:7647 60.05643:8081 61.09892:6749 64.90207:6893 66.17437:7833 68.02525:8775 74.92873:6476 77.597:7043 77.79092:7685 80.40842:8552 85.04866:11996 85.05158:230035 85.05439:15442 88.62476:8248 90.81483:7546 96.67609:6966 98.1278:7535 98.91754:7656 99.0196:8133 106.27604:8279 123.96918:7084 127.05055:35942 127.07301:1628707,NA,591,Melamine
N-Acetyl-D-glucosamine,Particulate,0.10395118241552406,0.38925041862897547,0.6425482846175897,1.0691675591388439,0.04046304127221974,0.22794114698343831,0.583886091636921,0.07256445209375283,1,OBi1_set2,targeted,8.307567567567567,222.097764,NA,NA,66,N-Acetyl-D-glucosamine
N-Acetyl-L-glutamic acid,Particulate,0.00547799301221477,0.47600027800140365,0.09440368468411171,0.9572705204160721,0.002607526196703977,0.10327030601972022,0.583886091636921,0.013182493550003439,-1,OBi1_set2,targeted,11.25,188.055899,NA,NA,67,N-Acetyl-L-glutamic acid
N-Acetylmuramic acid,Particulate,0.006888673491445681,0.4319028442897458,0.2760036249614516,1.0323789781733606,0.002975237674338763,0.10327030601972022,0.583886091636921,0.013884442480247563,1,OBi1_set2,targeted,7.090588235294118,294.118894,NA,NA,68,N-Acetylmuramic acid
N6-Methyladenine,Particulate,0.35593752468396495,0.6189438663867068,0.859258531833345,0.9863657774063412,0.22030534772000718,0.45943708859916044,0.6719232078856534,0.24908889349838845,1,OBi1_set2,targeted,3.42325,150.07797,NA,NA,69,N6-Methyladenine
NAD,Particulate,0.567314957235278,0.6534319896507711,1.318084589718924,0.967678359131441,0.37070174126488986,0.603808901852752,0.6893970020170123,0.3790321174730897,-1,OBi1_set2,targeted,11.105555555555556,662.101304,NA,NA,70,NAD
NADH,Particulate,0.6523635148754765,0.8167066457820582,1.9976709256557488,1.1398992813076614,0.5327896180645443,0.6632969816052331,0.8257811640685255,0.5327896180645443,-1,OBi1_set2,targeted,10.895,664.116954,NA,NA,71,NADH
NADP,Particulate,0.5613597161979521,0.5001088159857234,0.6890441568859899,1.2512772341850704,0.28074094300983954,0.6009851079295723,0.5848016012927253,0.30595719537599275,-1,OBi1_set2,targeted,13.618275862068966,742.067637,NA,NA,72,NADP
NADPH,Particulate,0.020725094259669022,0.47021577224372463,0.056926524882298005,0.6760397243313152,0.009745266202134253,0.12284845664094825,0.583886091636921,0.030952492109206045,-1,OBi1_set2,targeted,14.064761904761903,744.083287,NA,NA,73,NADPH
Ophthalmic acid,Particulate,0.19096463000527725,0.09155370869992469,9.952896414561522,0.5501399414739883,0.01748352010749205,0.307571350981951,0.5494720166529548,0.046794127346522836,1,OBi1_set2,targeted,10.672,290.13483,NA,[M+H],284,Ophthalmic acid
Orotic acid,Particulate,0.028706308317892906,0.43288149102351153,0.01541896956602459,0.7948646724714349,0.012426429546430112,0.13396277215016691,0.583886091636921,0.035898574245242544,-1,OBi1_set2,targeted,6.555,155.00897,NA,NA,398,Orotic acid
Phosphoenolpyruvic acid,Particulate,0.30639787261079754,0.24290604923733045,0.8550824091573184,0.8009529961956363,0.07442589673061169,0.4224576728421603,0.5716489131641864,0.11102879676206007,-1,OBi1_set2,targeted,14.251470588235296,166.974553,NA,NA,76,Phosphoenolpyruvic acid
Pipecolic acid,Particulate,0.21179479320929268,0.1523442928921998,1.1387344936993131,0.8708512586390965,0.03226572800971937,0.3328533542677391,0.5715321805908565,0.06511984052632322,1,OBi1_set2,targeted,9.00972972972973,130.086804,NA,NA,77,Pipecolic acid
Propionylglycine,Particulate,0.14947615964553157,0.31334843390265915,1.426411236057775,1.0314455032059044,0.04683812053071117,0.27496868518313805,0.583886091636921,0.07820677006045351,-1,OBi1_set2,targeted,5.007352941176471,130.050419,NA,NA,78,Propionylglycine
Succinic acid,Particulate,0.15108169515557035,0.20812623269798086,0.8899927605119168,1.2282307821278193,0.03144406404235364,0.27496868518313805,0.5716489131641864,0.06430134444616138,-1,OBi1_set2,targeted,12.111,117.01829,52.7692:7974 55.01768:8044 64.49689:6255 67.72324:7118 68.26531:7355 69.11419:7175 71.33129:6685 73.02837:645871 73.06421:6824 82.13746:7437 90.59139:7983 99.00766:44135 99.92476:72225 109.0501:7265 116.92744:298459 116.93332:82375 117.01833:105769,NA,372,Succinic acid
Thiamine diphosphate,Particulate,0.1258699791314611,0.43898642049267794,1.716623470586631,0.9754241016915515,0.055255211586408184,0.2517399582629222,0.583886091636921,0.0897897188279133,1,OBi1_set2,targeted,12.327352941176471,425.044974,NA,NA,81,Thiamine diphosphate
Thymidine,Particulate,0.2895359505058519,0.38013050108457536,0.9310933878646962,0.8493968544033915,0.1100614459477883,0.4149255353705909,0.583886091636921,0.14621301578465307,-1,OBi1_set2,targeted,2.86,241.08298,NA,[M-H]-,445,Thymidine
Thymine,Particulate,0.35874055552004724,0.4906921675276873,0.9803189409734497,0.897871727525456,0.17603118076821864,0.45979423313132817,0.5848016012927253,0.20536971089625508,-1,OBi1_set2,targeted,2.855,125.03464,62.53186:7966 65.50072:6264 67.8708:7794 71.44009:7160 84.67958:6943 96.95904:51890 107.39845:6621 125.03465:40597,NA,374,Thymine
UDP-N-acetylglucosamine,Particulate,0.6446254477313496,0.20552944509006832,0.9222053322668211,1.0979894844339255,0.1324895105631611,0.6628352061418397,0.5716489131641864,0.17101482923755548,-1,OBi1_set2,targeted,12.20888888888889,606.073753,NA,NA,84,UDP-N-acetylglucosamine
UDP-glucose,Particulate,0.4591366931339341,0.2157636596477029,0.7531698885945443,0.6842393045410069,0.09906501318912196,0.5194191245140474,0.5716489131641864,0.13455098806283727,-1,OBi1_set2,targeted,13.110833333333334,565.047204,NA,NA,85,UDP-glucose
Uracil,Particulate,0.4959284170382675,0.4719488524874824,1.7320475895234497,0.7255221221199535,0.234052847337144,0.5524138830386113,0.583886091636921,0.2581673831233952,-1,OBi1_set2,targeted,3.847,111.0189,51.02866:6327 51.27475:6419 65.68471:6201 65.70245:8088 72.22041:7082 77.01003:7452 83.72373:7088 111.01899:137502 111.05524:12877,NA,365,Uracil
Uridine,Particulate,0.1351169562834653,0.24397015902827135,0.538762556622276,0.6706645397288004,0.032964505311893016,0.2634614110803832,0.5716489131641864,0.06521239094309271,-1,OBi1_set2,targeted,5.944,243.06201,56.14906:7439 66.03379:52195 82.0287:91417 83.0126:8883 94.0288:7616 108.0445:11542 110.0237:526079 111.01892:25443 119.33343:7719 120.04469:8803 122.02376:31951 122.91525:7284 124.03954:14322 135.48599:6405 140.03453:31736 152.03458:43625 153.55736:7518 199.31995:7094 200.05621:16913 216.9599:16393,[M-H]-,449,Uridine
cis-Aconitic acid,Particulate,0.29693620024724693,0.28525963410318533,1.0994521944751523,0.8034793522531067,0.08470391183451983,0.42220615972655423,0.583886091636921,0.12138670829828827,-1,OBi1_set2,targeted,14.534615384615384,173.008615,NA,NA,88,cis-Aconitic acid
