mass_feature,z,sample_fraction,sample_set,dat_type,RT,mz,MS2,add_annotation,row_id
HILICNeg_394,-1,Particulate,OBi1_set2,nontargeted,10.695,463.13104,57.19331:6424 59.55214:6629 88.414:6554 92.15784:6985 95.06512:6535 107.7326:6577 118.68797:6963 160.73744:6875 167.66228:6637 184.99451:7205 195.0506:75723 207.41388:8178 227.24274:8978 244.63208:7215 267.07272:8804 280.8797:6787,NA,560
HILICNeg_395,-1,Particulate,OBi1_set2,nontargeted,11.576,465.14188,NA,NA,561
HILICNeg_396,-1,Particulate,OBi1_set2,nontargeted,10.673,470.12061,NA,NA,562
HILICNeg_397,-1,Particulate,OBi1_set2,nontargeted,10.682,471.1167,NA,NA,563
HILICNeg_398,-1,Particulate,OBi1_set2,nontargeted,8.964,474.17352,NA,NA,564
HILICNeg_400,-1,Particulate,OBi1_set2,nontargeted,10.557,485.11252,NA,NA,565
HILICNeg_401,-1,Particulate,OBi1_set2,nontargeted,4.278,485.84021,NA,NA,566
HILICNeg_403,-1,Particulate,OBi1_set2,nontargeted,11.407,487.36627,NA,NA,567
HILICNeg_408,-1,Particulate,OBi1_set2,nontargeted,10.712,509.09085,NA,NA,568
HILICNeg_409,-1,Particulate,OBi1_set2,nontargeted,10.889,519.01392,NA,NA,569
HILICNeg_410,-1,Particulate,OBi1_set2,nontargeted,10.548,519.01489,NA,NA,570
HILICNeg_411,-1,Particulate,OBi1_set2,nontargeted,9.503,520.07574,NA,NA,571
HILICNeg_412,-1,Particulate,OBi1_set2,nontargeted,11.533,522.1842,NA,NA,572
HILICNeg_415,-1,Particulate,OBi1_set2,nontargeted,4.674,538.17145,NA,NA,573
HILICNeg_416,-1,Particulate,OBi1_set2,nontargeted,11.14,540.0542,NA,NA,574
HILICNeg_417,-1,Particulate,OBi1_set2,nontargeted,10.736,543.13696,NA,NA,575
HILICNeg_419,-1,Particulate,OBi1_set2,nontargeted,10.719,558.1358,NA,NA,576
HILICNeg_421,-1,Particulate,OBi1_set2,nontargeted,11.482,568.20459,NA,NA,577
HILICNeg_422,-1,Particulate,OBi1_set2,nontargeted,15.438,579.02698,NA,NA,578
HILICNeg_424,-1,Particulate,OBi1_set2,nontargeted,10.708,613.12891,NA,NA,579
HILICNeg_425,-1,Particulate,OBi1_set2,nontargeted,4.331,648.25659,NA,NA,580
HILICPos_0,1,Dissolved,OBi1_set2,nontargeted,7.92,81.04549,NA,NA,581
HILICPos_2,1,Dissolved,OBi1_set2,nontargeted,5.525,93.05794,55.4591:7690 58.87902:7666 65.03931:9776 66.04719:55798 66.39327:6257 66.80581:7393 67.04243:27479 75.99561:20106 80.24786:6914 84.02685:8108 92.0501:32714 93.02194:29551 93.05792:918400,NA,582
HILICPos_4,1,Dissolved,OBi1_set2,nontargeted,4.791,96.04504,NA,NA,583
HILICPos_6,1,Dissolved,OBi1_set2,nontargeted,9.473,98.06068,52.74517:6955 55.05495:7699 56.96571:37980 68.05029:17950 68.39014:7006 70.06593:194380 70.29419:7467 72.6542:6865 77.5303:6968 87.74315:6951 94.68327:6747 98.06065:468006 98.07189:92090 98.09718:42795,NA,584
HILICPos_7,1,Dissolved,OBi1_set2,nontargeted,4.579,106.02929,NA,NA,585
HILICPos_8,1,Dissolved,OBi1_set2,nontargeted,4.421,112.05099,NA,NA,586
HILICPos_9,1,Dissolved,OBi1_set2,nontargeted,9.051,116.07109,NA,NA,587
HILICPos_12,1,Dissolved,OBi1_set2,nontargeted,4.659,120.10228,NA,NA,588
HILICPos_14,1,Dissolved,OBi1_set2,nontargeted,4.003,124.03967,65.2932:7721 78.03452:107796 80.05013:11242 83.06109:29824 96.04497:3089588 96.1151:9367 98.19997:7172 99.46644:8531 106.02922:178799 107.06089:31633 110.0603:8915 119.06058:12286 124.0396:5101514 124.08723:590997 124.11235:9160 124.40012:7747,NA,589
HILICPos_15,1,Dissolved,OBi1_set2,nontargeted,7.965,127.05059,53.12621:6391 60.90122:6366 62.00115:6613 79.91062:6680 81.04546:694611 81.89709:6312 85.05167:7902 85.21592:6753 86.80621:7145 98.18603:7080 99.05596:8809 124.06316:8268 127.05055:310481 127.06175:20186 127.07303:112695,NA,590
HILICPos_17,1,Dissolved,OBi1_set2,nontargeted,11.073,129.06616,NA,NA,592
HILICPos_19,1,Dissolved,OBi1_set2,nontargeted,10.59,130.05023,NA,NA,593
HILICPos_20,1,Dissolved,OBi1_set2,nontargeted,8.689,130.08656,NA,NA,594
HILICPos_21,1,Dissolved,OBi1_set2,nontargeted,2.193,134.06039,NA,NA,595
HILICPos_35,1,Dissolved,OBi1_set2,nontargeted,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,598
HILICPos_36,1,Dissolved,OBi1_set2,nontargeted,2.442,144.98242,NA,[M+H],599
HILICPos_39,1,Dissolved,OBi1_set2,nontargeted,4.087,146.08138,NA,NA,600
HILICPos_41,1,Dissolved,OBi1_set2,nontargeted,3.346,147.05563,NA,NA,601
HILICPos_45,1,Dissolved,OBi1_set2,nontargeted,7.778,153.06613,NA,NA,604
HILICPos_50,1,Dissolved,OBi1_set2,nontargeted,7.623,157.0611,NA,NA,605
HILICPos_52,1,Dissolved,OBi1_set2,nontargeted,8.019,159.07684,NA,NA,607
HILICPos_54,1,Dissolved,OBi1_set2,nontargeted,9.023,161.09235,51.43867:9472 53.55862:7397 55.64712:7316 56.05023:7505 57.83257:6681 79.23779:6709 80.70049:6982 84.04513:167698 98.06055:10327 99.78181:6901 115.08708:233608 116.07099:19959 123.96461:7742 126.59928:8533 130.05019:145984 143.25133:7034 144.06581:502757 161.09137:123998,[M+H],608
HILICPos_55,1,Dissolved,OBi1_set2,nontargeted,10.738,161.09242,NA,NA,609
HILICPos_57,1,Dissolved,OBi1_set2,nontargeted,9.625,162.07634,50.87603:6919 56.23383:6661 64.62101:6831 70.0658:9967 85.02905:24446 98.06065:830529 111.04248:7651 113.27261:8260 115.21786:7880 116.07106:670517 123.94756:8471 131.03412:14325 138.99298:9411 144.0658:411341 162.07637:372415 162.08427:11388,[M+H],610
HILICPos_59,1,Dissolved,OBi1_set2,nontargeted,2.923,167.09302,NA,NA,611
HILICPos_60,1,Dissolved,OBi1_set2,nontargeted,7.182,168.0658,NA,NA,612
HILICPos_61,1,Dissolved,OBi1_set2,nontargeted,3.47,170.08145,52.503:6607 56.10545:6741 66.09245:7572 74.3336:7446 88.83388:7533 92.50839:7529 95.0496:21771 96.08139:8548 105.04512:16247 115.9645:7730 119.95764:16039 120.96543:12720 124.07611:63455 125.10785:6988 134.0603:761215 141.00179:7416 145.21107:6979 152.0708:1056982 164.10143:7951 170.08182:44905 170.09644:9991 170.11778:9315,[M+H],613
HILICPos_63,1,Dissolved,OBi1_set2,nontargeted,7.037,175.10796,NA,NA,614
HILICPos_64,1,Dissolved,OBi1_set2,nontargeted,11.535,175.10806,NA,NA,615
HILICPos_65,1,Dissolved,OBi1_set2,nontargeted,3.707,180.06583,NA,NA,616
HILICPos_66,1,Dissolved,OBi1_set2,nontargeted,7.327,181.06097,NA,NA,617
HILICPos_67,1,Dissolved,OBi1_set2,nontargeted,9.015,183.07433,NA,NA,618
HILICPos_70,1,Dissolved,OBi1_set2,nontargeted,8.544,189.95007,NA,NA,619
HILICPos_71,1,Dissolved,OBi1_set2,nontargeted,8.547,191.94804,NA,NA,620
HILICPos_78,1,Dissolved,OBi1_set2,nontargeted,9.554,201.13489,NA,NA,621
HILICPos_79,1,Dissolved,OBi1_set2,nontargeted,14.062,202.99754,NA,NA,622
HILICPos_80,1,Dissolved,OBi1_set2,nontargeted,9.405,203.10303,NA,NA,623
HILICPos_81,1,Dissolved,OBi1_set2,nontargeted,10.529,203.13942,NA,NA,624
HILICPos_82,1,Dissolved,OBi1_set2,nontargeted,11.758,204.03287,NA,NA,625
HILICPos_84,1,Dissolved,OBi1_set2,nontargeted,11.037,217.08218,NA,NA,626
HILICPos_85,1,Dissolved,OBi1_set2,nontargeted,9.493,219.13428,NA,NA,627
HILICPos_86,1,Dissolved,OBi1_set2,nontargeted,9.639,223.03841,NA,NA,628
HILICPos_87,1,Dissolved,OBi1_set2,nontargeted,8.845,224.12846,NA,NA,629
HILICPos_88,1,Dissolved,OBi1_set2,nontargeted,5.553,227.39883,NA,NA,630
HILICPos_89,1,Dissolved,OBi1_set2,nontargeted,5.588,231.11316,55.92361:8351 57.67964:8137 60.38469:7324 62.34316:7235 65.37768:7494 66.92495:7160 70.06582:40819 76.48457:8207 77.82674:7734 80.05018:55733 93.058:28079 94.06573:4470551 95.0735:9259 96.04494:51681 105.20627:7065 106.06559:20388 107.07364:15652 108.08137:69526 109.62587:7901 117.84998:9076 119.52251:7029 120.08116:13326 123.31046:8567 124.0398:13301 130.06558:30778 131.07332:18171 132.08095:12650 138.05516:2022803 143.07271:11555 144.08116:45894 146.09665:34148 153.29921:7739 154.06541:22804 155.07312:13879 156.08102:99902 157.07642:31449 157.0891:16288 158.09674:23116 159.092:14440 171.09158:31114 172.09967:113888 183.2998:9235 185.10756:28140 186.11534:115749 187.12317:119416 207.88385:7767 213.10214:16378 214.78798:7228 218.15196:8381 218.17564:45743 218.19127:22209 218.33954:7916,NA,631
HILICPos_90,1,Dissolved,OBi1_set2,nontargeted,2.457,233.91524,NA,NA,632
HILICPos_91,1,Dissolved,OBi1_set2,nontargeted,8.775,235.12929,NA,NA,633
HILICPos_92,1,Dissolved,OBi1_set2,nontargeted,2.471,235.91342,NA,NA,634
HILICPos_93,1,Dissolved,OBi1_set2,nontargeted,2.506,237.91159,NA,NA,635
HILICPos_94,1,Dissolved,OBi1_set2,nontargeted,14.118,244.02417,NA,NA,636
HILICPos_95,1,Dissolved,OBi1_set2,nontargeted,14.06,246.02161,NA,NA,637
HILICPos_97,1,Dissolved,OBi1_set2,nontargeted,4.047,258.17047,NA,NA,638
HILICPos_98,1,Dissolved,OBi1_set2,nontargeted,2.232,267.14548,NA,NA,639
HILICPos_100,1,Dissolved,OBi1_set2,nontargeted,13.935,276.96509,NA,NA,640
HILICPos_106,1,Dissolved,OBi1_set2,nontargeted,14.056,317.9917,NA,NA,641
HILICPos_107,1,Dissolved,OBi1_set2,nontargeted,11.498,346.00983,NA,[M+H],642
HILICPos_108,1,Dissolved,OBi1_set2,nontargeted,2.213,349.12195,NA,NA,643
HILICPos_109,1,Dissolved,OBi1_set2,nontargeted,5.658,349.14316,NA,NA,644
HILICPos_111,1,Dissolved,OBi1_set2,nontargeted,4.606,365.98706,NA,NA,645
HILICPos_112,1,Dissolved,OBi1_set2,nontargeted,5.578,368.16104,NA,NA,646
HILICPos_113,1,Dissolved,OBi1_set2,nontargeted,5.578,376.15369,NA,NA,647
HILICPos_114,1,Dissolved,OBi1_set2,nontargeted,2.23,385.98434,NA,NA,648
HILICPos_118,1,Dissolved,OBi1_set2,nontargeted,4.196,425.1254,NA,NA,649
HILICPos_119,1,Dissolved,OBi1_set2,nontargeted,9.443,451.11536,NA,NA,650
HILICPos_120,1,Dissolved,OBi1_set2,nontargeted,7.304,499.18787,NA,NA,651
HILICPos_121,1,Dissolved,OBi1_set2,nontargeted,12.419,615.24542,NA,NA,652
HILICNeg_2,-1,Dissolved,OBi1_set2,nontargeted,8.186,94.92398,NA,NA,653
HILICNeg_6,-1,Dissolved,OBi1_set2,nontargeted,8.384,110.9748,60.07633:7409 77.27095:6844 78.93436:6914 80.96147:13513 80.96407:254274 85.7598:7058 89.57776:6566 91.27781:7571 107.22407:7024,NA,654
HILICNeg_9,-1,Dissolved,OBi1_set2,nontargeted,2.229,121.02851,NA,NA,655
HILICNeg_10,-1,Dissolved,OBi1_set2,nontargeted,2.198,121.07549,NA,[M-H]-,656
HILICNeg_20,-1,Dissolved,OBi1_set2,nontargeted,2.198,149.00011,NA,NA,657
HILICNeg_31,-1,Dissolved,OBi1_set2,nontargeted,12.766,170.00385,NA,NA,658
HILICNeg_32,-1,Dissolved,OBi1_set2,nontargeted,5.708,170.08443,54.15078:8572 56.99753:7500 57.41855:6337 64.80683:6848 65.99023:8068 68.74512:6540 70.56667:6366 70.58922:6872 74.96276:6594 79.3849:8474 91.21312:8146 92.04943:7456 104.05257:7599 118.22534:7349 124.03363:11628 133.46341:7401 169.07643:18928 170.0271:13287 170.08446:14827,NA,659
HILICNeg_33,-1,Dissolved,OBi1_set2,nontargeted,8.606,176.99347,50.30442:7496 53.44098:5828 57.38984:7017 63.96123:17009 79.0784:7059 79.95628:60948 88.46481:7991 95.01279:46324 96.05966:6434 98.54166:6410 109.24918:6885 109.36538:6943 113.48401:7872 138.26309:8404 145.01207:30109 153.57697:8096 155.98799:118854 158.97513:22647 170.00368:313199 171.00751:7297 171.98334:13269 176.89464:8487 176.99332:391108 177.09187:8101,[M-H]-,660
HILICNeg_34,-1,Dissolved,OBi1_set2,nontargeted,5.654,177.06651,53.10553:6294 58.75058:6638 62.04124:6959 64.61421:7277 72.72038:6720 73.02832:11140 74.63509:6484 75.37032:6150 92.04932:17355 157.32993:8312 177.09097:10292,NA,661
HILICNeg_39,-1,Dissolved,OBi1_set2,nontargeted,9.08,195.01572,NA,NA,662
HILICNeg_40,-1,Dissolved,OBi1_set2,nontargeted,5.602,198.04062,NA,NA,663
HILICNeg_44,-1,Dissolved,OBi1_set2,nontargeted,13.257,200.98618,NA,NA,664
HILICNeg_45,-1,Dissolved,OBi1_set2,nontargeted,9.404,202.99681,NA,NA,665
HILICNeg_53,-1,Dissolved,OBi1_set2,nontargeted,13.186,215.99741,NA,NA,666
HILICNeg_54,-1,Dissolved,OBi1_set2,nontargeted,13.684,216.98125,NA,NA,667
HILICNeg_55,-1,Dissolved,OBi1_set2,nontargeted,9.991,217.03542,NA,NA,668
HILICNeg_56,-1,Dissolved,OBi1_set2,nontargeted,14.038,218.90517,NA,NA,669
HILICNeg_57,-1,Dissolved,OBi1_set2,nontargeted,13.269,218.96048,NA,NA,670
HILICNeg_58,-1,Dissolved,OBi1_set2,nontargeted,13.405,222.00778,NA,NA,671
HILICNeg_59,-1,Dissolved,OBi1_set2,nontargeted,5.667,229.09834,52.01826:7470 63.15297:6693 63.37236:6166 64.7469:6795 65.03845:8794 66.03377:75937 80.0495:34684 84.11975:6927 89.36575:7506 91.02887:8024 91.0539:6858 92.04948:410272 96.12257:8092 103.71175:6784 106.06502:16226 114.11406:7642 116.04514:13581 116.04961:219467 125.35435:7818 129.05753:51514 130.06532:16310 136.0396:50715 142.06544:10432 143.06079:10283 144.08096:15652 153.04726:9238 154.03368:8064 154.06535:23477 155.06058:17411 156.07059:7019 156.08109:13849 159.09203:27696 167.06097:17617 169.07661:49940 170.08424:23645 171.05556:13236 182.6803:7348 183.0925:21058 185.10806:10039 189.16589:6595 195.93103:7475 199.05063:11064 223.32529:18837,[M-H]-,672
HILICNeg_60,-1,Dissolved,OBi1_set2,nontargeted,9.146,230.01282,NA,NA,673
HILICNeg_65,-1,Dissolved,OBi1_set2,nontargeted,7.39,244.0291,NA,NA,674
HILICNeg_67,-1,Dissolved,OBi1_set2,nontargeted,2.654,260.91565,NA,NA,675
HILICNeg_68,-1,Dissolved,OBi1_set2,nontargeted,2.653,262.91367,NA,NA,676
HILICNeg_69,-1,Dissolved,OBi1_set2,nontargeted,5.596,269.09128,NA,NA,677
HILICNeg_70,-1,Dissolved,OBi1_set2,nontargeted,5.55,270.12521,51.21294:7763 54.34129:6409 59.51392:6739 63.74585:6544 74.91064:7490 84.57617:6897 88.98148:5902 92.04951:19861 117.04487:8549 120.26501:8823 124.01918:8592 137.64725:7923 145.33228:7171 158.35719:6845 159.11963:8874 161.72986:7342 217.25481:9416 217.26669:61737,NA,678
HILICNeg_71,-1,Dissolved,OBi1_set2,nontargeted,8.361,284.94168,NA,NA,679
HILICNeg_72,-1,Dissolved,OBi1_set2,nontargeted,13.27,285.96432,NA,NA,680
HILICNeg_73,-1,Dissolved,OBi1_set2,nontargeted,6.19,293.06094,NA,NA,681
HILICNeg_74,-1,Dissolved,OBi1_set2,nontargeted,2.513,308.9021,NA,NA,682
HILICNeg_75,-1,Dissolved,OBi1_set2,nontargeted,5.56,322.15686,54.14461:6533 58.05043:5825 74.46156:6859 74.95033:7157 80.04958:9122 86.37458:6994 92.04955:65767 119.236:8252 122.02376:90357 154.36685:6636 167.06091:22288 169.07631:14842 185.4072:6651 216.39937:92627 216.41014:18002 241.95728:7451 283.99942:7424,[M-H]-,683
HILICNeg_76,-1,Dissolved,OBi1_set2,nontargeted,2.193,324.01917,NA,NA,684
HILICNeg_77,-1,Dissolved,OBi1_set2,nontargeted,5.604,335.08908,NA,NA,685
HILICNeg_83,-1,Dissolved,OBi1_set2,nontargeted,8.384,362.91946,NA,NA,686
HILICNeg_84,-1,Dissolved,OBi1_set2,nontargeted,5.573,366.14655,NA,NA,687
HILICNeg_89,-1,Dissolved,OBi1_set2,nontargeted,8.349,440.89606,NA,NA,688
HILICNeg_90,-1,Dissolved,OBi1_set2,nontargeted,14.072,684.97217,NA,NA,689
(3-Carboxypropyl)trimethylammonium,1,Particulate,OBi1_set2,targeted,9.829,146.11729,NA,[M+H],153
2-Ketoglutaric acid,-1,Particulate,OBi1_set2,targeted,12.243,145.01341,51.39236:7264 55.81876:6524 57.03335:10928 60.22976:7534 73.02835:7702 74.52777:7748 91.09241:7111 101.02342:45129 118.03992:12632 127.33211:6702,NA,390
3-Phosphoglycerate,-1,Particulate,OBi1_set2,targeted,13.75,184.98508,NA,NA,407
5-Oxoproline,-1,Particulate,OBi1_set2,targeted,6.695,128.03423,NA,[M-H]-,380
Adenosine,1,Particulate,OBi1_set2,targeted,4.621,268.10376,51.81222:8245 56.43267:10287 59.60114:9616 60.67353:9035 61.00478:8875 64.32533:8750 65.2409:8866 85.02905:17743 97.9492:8016 115.03948:30817 133.04958:58527 136.06194:11347904 157.30318:10439 166.08968:11402 174.23972:8274 177.41515:7959 217.24284:100563 254.19917:10763 262.58795:12713,[M+H],263
Citric acid,-1,Particulate,OBi1_set2,targeted,14.306,191.01903,57.03337:46398 65.12698:6885 66.37735:6442 67.01779:18541 74.54557:6246 81.32649:6452 85.02843:182865 87.00767:331105 111.00774:354475 123.96208:7386 129.01819:10509 149.80365:6710 166.71857:7062,NA,413
Citrulline,1,Particulate,OBi1_set2,targeted,11.743,176.10323,57.13033:6618 58.29836:6296 59.79189:6712 68.77006:7502 70.0659:119167 102.05065:7763 113.07135:186230 114.05534:34242 115.08701:99879 115.82136:6749 116.07107:36697 122.7114:6541 124.32609:7212 130.09801:7343 131.63469:8245 133.09744:14096 139.6339:6938 141.06602:9642 159.07663:909973 176.1032:78250,[M+H],198
"Cys-Gly, oxidized",1,Particulate,OBi1_set2,targeted,11.111,355.07431,NA,[M+H],307
Cytidine,1,Particulate,OBi1_set2,targeted,8.241,244.09279,50.41173:5766 50.62591:6655 51.72615:6394 52.70021:6265 63.75482:6909 82.98863:7466 88.26562:6929 91.76866:6777 93.55441:6577 97.35606:7298 112.05087:810783 119.90562:8826 122.48324:6472 142.90726:7205 198.11234:12944,[M+H],246
Cytosine,1,Particulate,OBi1_set2,targeted,6.985,112.05096,59.97786:6867 60.82067:6624 62.71338:7489 64.1662:7051 67.69991:6318 69.04357:7935 69.04539:39145 70.06585:17065 72.65062:6295 73.40738:6632 81.13174:7327 94.04038:12097 95.02447:135526 95.0608:20047 98.6118:6001 104.28425:6790 108.54111:7925 112.05088:1247958 112.06237:25338 112.07596:69405 112.09532:15547 112.22386:7831,NA,115
D-Fructose 6-phosphate,-1,Particulate,OBi1_set2,targeted,12.743,259.02228,NA,NA,457
D-Gluconic acid,-1,Particulate,OBi1_set2,targeted,10.577,195.05051,56.39953:7018 57.03347:12887 59.01268:36651 59.08528:6461 71.0127:32219 74.72832:7125 75.00765:457783 75.40747:6393 78.98044:7247 79.8719:6670 79.87492:6720 84.22321:6972 85.02858:39089 87.00766:104356 89.02333:42045 99.00768:175416 100.63615:6934 108.55801:8587 126.1656:7053 129.01843:343946 140.89452:7436 150.81255:7256 153.55524:7376 159.02925:20152 177.03995:21046 194.90529:11180 195.05066:281050,[M-H]-,415
D-Ribose 5-phosphate,-1,Particulate,OBi1_set2,targeted,12.575,229.01167,NA,NA,439
Deoxyadenosine,1,Particulate,OBi1_set2,targeted,3.654,252.10919,NA,NA,253
Dihydroxyacetone phosphate,-1,Particulate,OBi1_set2,targeted,12.261,168.99022,NA,NA,401
Fumaric acid,-1,Particulate,OBi1_set2,targeted,12.688,115.00262,NA,[M-H]-,370
Glutathione disulfide,1,Particulate,OBi1_set2,targeted,14.114,613.16034,NA,NA,351
Guanine,1,Particulate,OBi1_set2,targeted,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H],162
Guanosine,1,Particulate,OBi1_set2,targeted,9.191,284.09869,50.37682:6460 59.04293:8232 69.97108:7160 72.63605:6482 73.17964:7433 92.14252:7325 93.41595:7435 100.51979:7383 110.0351:7928 114.33366:7082 131.31171:7262 135.0304:17377 137.37094:7966 143.50398:6908 152.05673:958870 153.04065:64773 213.39429:7570 216.93044:48665 216.94403:50685 251.28726:8188 277.19287:8701,[M+H],279
Homarine,1,Particulate,OBi1_set2,targeted,5.474,138.05492,58.51296:7626 59.28382:8368 60.35322:8589 64.58856:9820 67.05493:36585 68.64355:9701 78.03449:84849 82.68173:9827 85.01418:8704 92.04998:22559 93.05785:38234 94.06568:1676143 96.04493:2466386 106.02911:21543 110.06056:43380 114.75317:9923 119.06052:15070 124.03958:800661 124.70473:8769 125.08816:9725 129.09007:8500 135.14133:10284 136.17903:9246 138.05504:12725008,[M+H],137
Hypoxanthine,1,Particulate,OBi1_set2,targeted,6.5,137.04578,54.02885:6558 64.66826:7173 66.43812:6702 66.65882:8369 68.56494:9059 68.66737:7976 82.74854:9186 94.04059:36141 100.44202:6770 100.46313:7300 105.00483:7799 110.03547:50413 119.03539:36571 137.04591:5445454,[M+H],135
L-Arginine,1,Particulate,OBi1_set2,targeted,18.943,175.11891,NA,[M+H],197
L-Cystine,1,Particulate,OBi1_set2,targeted,11.824,241.03157,NA,NA,244
L-Glutamic acid,1,Particulate,OBi1_set2,targeted,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H],157
L-Histidine,1,Particulate,OBi1_set2,targeted,10.529,156.07709,NA,NA,164
L-Homoserine,1,Particulate,OBi1_set2,targeted,10.798,120.0659,NA,NA,121
L-Isoleucine,1,Particulate,OBi1_set2,targeted,6.646,132.1019,NA,[M+H],130
L-Lysine,1,Particulate,OBi1_set2,targeted,18.146,147.1127,NA,[M+H],154
L-Ornithine,1,Particulate,OBi1_set2,targeted,16.058,133.09723,NA,NA,132
L-Proline,1,Particulate,OBi1_set2,targeted,9.046,116.07073,58.96291:6606 63.37515:7710 70.06582:957041 76.86774:7114 83.69028:6332 93.15038:7850 98.09678:11419 107.40535:7137 116.07088:417364 116.10722:19239 116.1436:9630,[M+H],116
L-Threonine,1,Particulate,OBi1_set2,targeted,10.007,120.06568,NA,[M+H],120
L-Tyrosine,1,Particulate,OBi1_set2,targeted,9.097,182.0815,NA,[M+H],201
Ophthalmic acid,1,Particulate,OBi1_set2,targeted,10.672,290.13483,NA,[M+H],284
Orotic acid,-1,Particulate,OBi1_set2,targeted,6.555,155.00897,NA,NA,398
Succinic acid,-1,Particulate,OBi1_set2,targeted,12.111,117.01829,52.7692:7974 55.01768:8044 64.49689:6255 67.72324:7118 68.26531:7355 69.11419:7175 71.33129:6685 73.02837:645871 73.06421:6824 82.13746:7437 90.59139:7983 99.00766:44135 99.92476:72225 109.0501:7265 116.92744:298459 116.93332:82375 117.01833:105769,NA,372
Thymidine,-1,Particulate,OBi1_set2,targeted,2.86,241.08298,NA,[M-H]-,445
Thymine,-1,Particulate,OBi1_set2,targeted,2.855,125.03464,62.53186:7966 65.50072:6264 67.8708:7794 71.44009:7160 84.67958:6943 96.95904:51890 107.39845:6621 125.03465:40597,NA,374
Uracil,-1,Particulate,OBi1_set2,targeted,3.847,111.0189,51.02866:6327 51.27475:6419 65.68471:6201 65.70245:8088 72.22041:7082 77.01003:7452 83.72373:7088 111.01899:137502 111.05524:12877,NA,365
Uridine,-1,Particulate,OBi1_set2,targeted,5.944,243.06201,56.14906:7439 66.03379:52195 82.0287:91417 83.0126:8883 94.0288:7616 108.0445:11542 110.0237:526079 111.01892:25443 119.33343:7719 120.04469:8803 122.02376:31951 122.91525:7284 124.03954:14322 135.48599:6405 140.03453:31736 152.03458:43625 153.55736:7518 199.31995:7094 200.05621:16913 216.9599:16393,[M-H]-,449
5-Hydroxyectoine,1,Dissolved,OBi1_set2,targeted,11.109,159.07674,53.03933:9272 56.05029:13564 56.68759:7682 57.24014:8356 60.04524:39086 65.98367:6957 67.34306:6825 69.9676:7487 70.0659:11546 72.04518:134742 72.08152:14399 72.21965:6570 72.67627:6906 75.84938:9475 78.04269:10102 79.01734:6416 79.10047:6632 81.10565:7042 82.02978:7129 83.06112:227429 84.0451:136226 89.07163:10474 89.14362:7890 95.061:27206 96.04513:38366 96.05317:38431 96.05594:7347 96.08118:8786 99.05587:17239 100.03983:20345 105.49686:6835 106.04847:16972 108.18807:7503 113.07142:881596 117.0663:46862 117.96007:8895 123.92254:7508 124.00934:7300 130.6956:6880 141.06587:11778 152.55998:7811 159.07671:614263,NA,606
Ectoine,1,Dissolved,OBi1_set2,targeted,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H],597
Homarine,1,Dissolved,OBi1_set2,targeted,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,[M+H],596
L-Glutamic acid,1,Dissolved,OBi1_set2,targeted,11.3,148.06058,53.68045:6913 56.98752:7254 57.50726:6741 61.83737:7145 64.28072:6465 65.84127:7899 82.09207:7877 84.0451:255754 89.47714:6492 102.05559:44513 106.8399:6871 130.05011:18767 144.55798:7392 148.08713:11118 148.11258:12045,[M+H],603
L-Glutamine,1,Dissolved,OBi1_set2,targeted,10.793,147.07669,NA,NA,602
